5509-2022-05-01_Zuger_Kantonal_Schwingfest-ST

1a;Wicki Joel;***;;;;;;;;;58.5
o;15;35.5;Von Euw Adi;;16;54.25;14;35.75;-1;0.25;8.5
o;19;44.0;von Rickenbach Carlo (2005);;16;54.25;18;44.25;-1;0.25;8.5

24a;Britschgi Marcel;;;;;;;;;;44.25
o;;;Bühlmann Daniel;;;;;;;;8.5
o;5;8.5;Baumann Marco;;20;53.25;5;8.5;0;0.0;8.75
+;11;17.25;Suter Nicola (2005);;23;52.5;12;17.0;1;-0.25;10.0
o;10;27.25;Schilter Daniel;*;14;54.75;12;26.75;2;-0.5;8.5
o;14;35.75;Bürgi Simon;;18;53.75;15;35.5;1;-0.25;8.5

25a;Elsener Adrian;**;;;;;;;;;36.25
-;;;Binggeli Stefan;**;;;;;;;8.75
+;4;8.75;Arnold Severin;*;22;52.75;5;8.5;1;-0.25;9.75
-;6;18.5;Gasser Dominik 1;;19;53.5;5;18.75;-1;0.25;9.0
-;9;27.5;Durrer Ueli;;16;54.25;5;28.5;-4;1.0;8.75

26a;Hess Michael;*;;;;;;;;;36.0
-;;;Durrer Jonas;*;;;;;;;8.75
o;4;8.75;Durrer Nando;*;8;56.25;2;9.75;-2;1.0;8.5
+;11;17.25;Hodler Mathias;;18;53.75;6;18.5;-5;1.25;10.0
o;10;27.25;Amrhyn Jonas;;12;55.25;7;28.0;-3;0.75;8.75

26b;Wallimann Remo;*;;;;;;;;;36.0
o;;;Troxler Jonas;*;;;;;;;8.5
-;5;8.5;Hegner Ueli;*;16;54.25;5;8.5;0;0.0;8.75
+;11;17.25;Züger Benjamin (2004);;11;55.5;8;18.0;-3;0.75;10.0
-;10;27.25;Rogenmoser Linus;;15;54.5;11;27.0;1;-0.25;8.75

27a;Baumann Lukas;;;;;;;;;;35.75
+;;;Blättler Ronnie (2004);;;;;;;;10.0
-;1;10.0;Zumstein Patrick;;28;35.5;2;9.75;1;-0.25;8.75
o;5;18.75;Lagler Christian;*;10;55.75;10;17.5;5;-1.25;8.5
o;10;27.25;Wyrsch Marco;**;9;56.0;9;27.5;-1;0.25;8.5

28a;Bienz Romeo;*;;;;;;;;;35.5
o;;;Lustenberger Marc;*;;;;;;;8.5
o;5;8.5;Rohrer Ivan;**;11;55.5;4;8.75;-1;0.25;8.5
+;12;17.0;Köpfli Mario (2005);;29;35.25;7;18.25;-5;1.25;9.75
-;12;26.75;Betschart Roger;;16;54.25;11;27.0;-1;0.25;8.75

28b;Zumstein Patrick;;;;;;;;;;35.5
+;;;Suter Michael;;;;;;;;9.75
-;2;9.75;Baumann Lukas;;27;35.75;1;10.0;-1;0.25;8.75
o;6;18.5;Schuler Philipp;**;9;56.0;10;17.5;4;-1.0;8.5
o;11;27.0;Gabriel Simon;;13;55.0;12;26.75;1;-0.25;8.5

29a;Blättler Ronnie (2004);;;;;;;;;;35.25
o;;;Baumann Lukas;;;;;;;;8.5
o;5;8.5;Müller Dominik;;29;35.25;5;8.5;0;0.0;8.5
+;12;17.0;Horat Dominic;;29;35.25;12;17.0;0;0.0;9.75
o;12;26.75;Niederberger Markus;*;14;54.75;15;26.0;3;-0.75;8.5

29b;Müller Dominik;;;;;;;;;;35.25
o;;;Hurschler Tobias;;;;;;;;8.5
+;5;8.5;Blättler Ronnie (2004);;29;35.25;5;8.5;0;0.0;9.75
o;7;18.25;Kälin Roland;**;10;55.75;11;17.25;4;-1.0;8.5
o;12;26.75;Bühler Patrice;;11;55.5;11;27.0;-1;0.25;8.5

29c;Reichlin Reto;;;;;;;;;;35.25
o;;;Elsener Manuel;;;;;;;;8.5
+;5;8.5;Hotz Basil;;33;34.25;5;8.5;0;0.0;9.75
o;7;18.25;Durrer Ueli;;16;54.25;6;18.5;-1;0.25;8.5
o;12;26.75;Arnold Severin;*;22;52.75;17;25.5;5;-1.25;8.5

29d;Eberli Jonas (2005);;;;;;;;;;35.25
o;;;Müller Philipp (2005);;;;;;;;8.5
+;5;8.5;Stübi Nevio (2006);;34;34.0;5;8.5;0;0.0;9.75
o;7;18.25;Suter Beat;*;14;54.75;11;17.25;4;-1.0;8.5
o;12;26.75;Zimmermann Gian (2004);;18;53.75;12;26.75;0;0.0;8.5

29e;Rogenmoser Luca;;;;;;;;;;35.25
o;;;von Ah Markus;;;;;;;;8.5
+;5;8.5;Pfyl Reto (2006);;20;53.25;4;8.75;-1;0.25;9.75
o;7;18.25;Barmettler Renato;*;10;55.75;12;17.0;5;-1.25;8.5
o;12;26.75;von Rickenbach Pirmin;;11;55.5;11;27.0;-1;0.25;8.5

29f;Horat Dominic;;;;;;;;;;35.25
o;;;Bürgi Simon;;;;;;;;8.5
o;5;8.5;Briker Raphael (2006);;14;54.75;5;8.5;0;0.0;8.5
o;12;17.0;Blättler Ronnie (2004);;29;35.25;12;17.0;0;0.0;8.5
+;17;25.5;Birrer Jonas (2006);;33;34.25;17;25.5;0;0.0;9.75

29g;Christen Silvan;;;;;;;;;;35.25
+;;;Ulrich Ronny (2006);;;;;;;;9.75
o;2;9.75;Wiget Ueli;;12;55.25;1;10.0;-1;0.25;8.5
o;7;18.25;Schuler Daniel;*;17;54.0;11;17.25;4;-1.0;8.5
o;12;26.75;Züger Benjamin (2004);;11;55.5;13;26.5;1;-0.25;8.5

29h;Meier Marcel;;;;;;;;;;35.25
o;;;von Rickenbach Carlo (2005);;;;;;;;8.5
o;5;8.5;Bühler Ramon;;12;55.25;5;8.5;0;0.0;8.5
o;12;17.0;Kempf Damian;;19;53.5;10;17.5;-2;0.5;8.5
+;17;25.5;Hotz Basil;;33;34.25;17;25.5;0;0.0;9.75

29i;Ulrich Ronny (2006);;;;;;;;;;35.25
o;;;Christen Silvan;;;;;;;;8.5
+;5;8.5;Schnüriger Kevin (2004);;33;34.25;5;8.5;0;0.0;9.75
o;7;18.25;Furrer Jens;;18;53.75;6;18.5;-1;0.25;8.5
o;12;26.75;Wyss Christian;*;12;55.25;12;26.75;0;0.0;8.5

29j;Köpfli Mario (2005);;;;;;;;;;35.25
+;;;Kiser Dominik (2006);;;;;;;;9.75
o;2;9.75;Scherrer Patrick;;11;55.5;3;9.0;1;-0.75;8.5
o;7;18.25;Bienz Romeo;*;28;35.5;12;17.0;5;-1.25;8.5
o;12;26.75;Arnold Sebastian;;17;54.0;11;27.0;-1;0.25;8.5

29k;Schmid Pius;;;;;;;;;;35.25
o;;;Kauflin Andrin (2004);;;;;;;;8.5
o;5;8.5;Schwyzer Sebastian (2004);;17;54.0;4;8.75;-1;0.25;8.5
+;12;17.0;Waser David;;34;34.0;12;17.0;0;0.0;9.75
o;12;26.75;Würsch Lars;*;17;54.0;17;25.5;5;-1.25;8.5

29l;Reichmuth Marco (2005);;;;;;;;;;35.25
o;;;Rogenmoser Ryan;;;;;;;;8.5
+;5;8.5;Stübi Noël (2004);;33;34.25;5;8.5;0;0.0;9.75
o;7;18.25;Odermatt Andreas;**;12;55.25;11;17.25;4;-1.0;8.5
o;12;26.75;Klauser Nico;;17;54.0;11;27.0;-1;0.25;8.5

30a;Durrer Markus;;;;;;;;;;35.0
-;;;Schwyzer Sebastian (2004);;;;;;;;8.75
-;4;8.75;Hüsler Matthias;;19;53.5;2;9.75;-2;1.0;9.0
-;9;17.75;Zimmermann Daniel;*;12;55.25;12;17.0;3;-0.75;8.75
o;13;26.5;Wittwer Roy;;13;55.0;12;26.75;-1;0.25;8.5

31a;Staub Ivan;;;;;;;;;;34.75
-;;;Schnellmann Alexander (2004);;;;;;;;8.75
-;4;8.75;Barmettler Severin (2005);;19;53.5;4;8.75;0;0.0;9.0
o;9;17.75;Gwerder Andreas;*;18;53.75;12;17.0;3;-0.75;8.5
o;14;26.25;Egli Matthias;;16;54.25;13;26.5;-1;0.25;8.5

31b;Lienhard Ramon (2004);;;;;;;;;;34.75
-;;;Bucher Sandro;;;;;;;;8.75
o;4;8.75;Wüest David;;10;55.75;4;8.75;0;0.0;8.5
-;11;17.25;Pfyl Reto (2006);;20;53.25;11;17.25;0;0.0;8.75
-;15;26.0;Wyttenbach Silvan (2005);;32;34.5;16;25.75;1;-0.25;8.75

32a;Wyttenbach Silvan (2005);;;;;;;;;;34.5
o;;;Gisler Noah;;;;;;;;8.5
-;5;8.5;Kathriner Andreas;;22;52.75;5;8.5;0;0.0;8.75
o;11;17.25;Andermatt Reto;;15;54.5;11;17.25;0;0.0;8.5
-;16;25.75;Lienhard Ramon (2004);;31;34.75;15;26.0;-1;0.25;8.75

32b;Büeler Ivo (2004);;;;;;;;;;34.5
-;;;Niederberger Sven (2006);;;;;;;;8.75
o;4;8.75;Bucher Sandro;;18;53.75;4;8.75;0;0.0;8.5
o;11;17.25;Arnold Kilian;;20;53.25;11;17.25;0;0.0;8.75
o;15;26.0;Kaiser Sandro;;20;53.25;15;26.0;0;0.0;8.5

33a;Arnold Matthias (2006);;;;;;;;;;34.25
-;;;Pfyl Reto (2006);;;;;;;;8.75
o;4;8.75;Gabriel Simon;;13;55.0;5;8.5;1;-0.25;8.5
o;11;17.25;Rogenmoser Linus;;15;54.5;11;17.25;0;0.0;8.5
o;16;25.75;Suter Michael;;21;53.0;15;26.0;-1;0.25;8.5

33b;Gabriel Christian;;;;;;;;;;34.25
-;;;Kaiser Sandro;;;;;;;;8.75
o;4;8.75;Zumbach Michael;;16;54.25;5;8.5;1;-0.25;8.5
o;11;17.25;Thalmann Adrian;;16;54.25;11;17.25;0;0.0;8.5
o;16;25.75;Kathriner Andreas;;22;52.75;16;25.75;0;0.0;8.5

33c;Gander Adrian;*;;;;;;;;;34.25
o;;;Schwyzer Samuel;*;;;;;;;8.5
o;5;8.5;Kenel Franz-Toni;*;5;57.0;4;8.75;-1;0.25;8.5
-;12;17.0;Egli Matthias;;16;54.25;9;17.75;-3;0.75;8.75
o;16;25.75;Ulrich Michael;;14;54.75;12;26.75;-4;1.0;8.5

33d;Hotz Basil;;;;;;;;;;34.25
o;;;Schnellmann Adrian (2004);;;;;;;;8.5
o;5;8.5;Reichlin Reto;;29;35.25;5;8.5;0;0.0;8.5
o;12;17.0;Betschart Roger;;16;54.25;12;17.0;0;0.0;8.5
o;17;25.5;Meier Marcel;;29;35.25;17;25.5;0;0.0;8.75

33e;Birrer Jonas (2006);;;;;;;;;;34.25
o;;;Koch Emanuel (2006);;;;;;;;8.5
o;5;8.5;Gasser Dominik 1;;19;53.5;4;8.75;-1;0.25;8.5
o;12;17.0;Meier Andreas;;17;54.0;12;17.0;0;0.0;8.5
o;17;25.5;Horat Dominic;;29;35.25;17;25.5;0;0.0;8.75

33f;Schnüriger Kevin (2004);;;;;;;;;;34.25
o;;;Hodler Mathias;;;;;;;;8.5
o;5;8.5;Ulrich Ronny (2006);;29;35.25;5;8.5;0;0.0;8.5
o;12;17.0;Forster Christian;;21;53.0;5;18.75;-7;1.75;8.5
-;17;25.5;Stübi Noël (2004);;33;34.25;17;25.5;0;0.0;8.75

33g;Stübi Noël (2004);;;;;;;;;;34.25
o;;;Röthlin Pascal;;;;;;;;8.5
o;5;8.5;Reichmuth Marco (2005);;29;35.25;5;8.5;0;0.0;8.5
o;12;17.0;Arnold Robin;;17;54.0;11;17.25;-1;0.25;8.5
-;17;25.5;Schnüriger Kevin (2004);;33;34.25;17;25.5;0;0.0;8.75

34a;Langenegger Gerhard;;;;;;;;;;34.0
o;;;Von Euw Adi;;;;;;;;8.5
o;5;8.5;Kiser Dominik (2006);;17;54.0;5;8.5;0;0.0;8.5
o;12;17.0;Ulrich Michael;;14;54.75;12;17.0;0;0.0;8.5
o;17;25.5;Pfyl Reto (2006);;20;53.25;15;26.0;-2;0.5;8.5

34b;Wesemann Micha;;;;;;;;;;34.0
o;;;Ettlin Michael;;;;;;;;8.5
o;5;8.5;Bissig Joris;;18;53.75;5;8.5;0;0.0;8.5
o;12;17.0;Niederberger Sven (2006);;22;52.75;11;17.25;-1;0.25;8.5
o;17;25.5;Suter Nicola (2005);;23;52.5;17;25.5;0;0.0;8.5

34c;Stübi Nevio (2006);;;;;;;;;;34.0
o;;;Furrer Jens;;;;;;;;8.5
o;5;8.5;Eberli Jonas (2005);;29;35.25;5;8.5;0;0.0;8.5
o;12;17.0;Arnold Sebastian;;17;54.0;12;17.0;0;0.0;8.5
o;17;25.5;Süssmeier Kay (2006);;18;53.75;17;25.5;0;0.0;8.5

34d;Waser David;;;;;;;;;;34.0
o;;;Wiget Ueli;;;;;;;;8.5
o;5;8.5;Rogenmoser Franco (2004);;23;52.5;5;8.5;0;0.0;8.5
o;12;17.0;Schmid Pius;;29;35.25;12;17.0;0;0.0;8.5
o;17;25.5;Arnold Marcel;*;16;54.25;15;26.0;-2;0.5;8.5

35a;Müller Philipp (2005);;;;;;;;;;26.75
+;;;Eberli Jonas (2005);;;;;;;;9.75
o;2;9.75;Amrhyn Jonas;;12;55.25;2;9.75;0;0.0;8.5
o;7;18.25;Wicki David;*;11;55.5;11;17.25;4;-1.0;8.5

36a;Häfliger Patrick;;;;;;;;;;10.0
+;;;Bissig Joris;;;;;;;;10.0

37a;Odermatt Christian;**;;;;;;;;;8.75
o;;;Nietlispach Pascal;**;;;;;;;8.75

38a;Heinzer Ronny;*;;;;;;;;;8.5
o;;;Wyss Christian;*;;;;;;;8.5

