4437-2019-05-19_96_Schwyzer_Kantonales_Schwing-_und_Aelplerfest-ST

1a;Schuler Alex;***;;;;;;;;;113.0
-;17;35.75;Arnold Robin (2003);;22;53.25;17;35.75;0;0.0;9.0
o;19;44.75;Niederberger Markus;*;17;54.5;20;44.5;1;-0.25;8.5

22e;Thalmann Thomas;*;;;;;;;;;53.25
o;;;Schürpf Bruno;*;;;;;;;8.5
+;7;8.5;Villiger Cyrill;*;15;55.0;7;8.5;0;0.0;10.0
-;8;18.5;Schürpf Guido;;15;55.0;7;18.75;-1;0.25;8.75
-;13;27.25;Spichtig Aldo;;17;54.5;13;27.25;0;0.0;8.75
o;16;36.0;Arnold Marcel;*;14;55.25;14;36.5;-2;0.5;8.75
o;19;44.75;Graber Sandro;;15;55.0;17;45.25;-2;0.5;8.5

22f;Jöhl Christian;*;;;;;;;;;53.25
o;;;Gwerder Christian;**;;;;;;;8.5
o;7;8.5;Gisler Jonas (2001);*;17;54.5;7;8.5;0;0.0;8.5
-;14;17.0;Suter Bruno (2002);;16;54.75;7;18.75;-7;1.75;9.0
+;18;26.0;Suter Raphael;;31;35.5;14;27.0;-4;1.0;10.0
-;16;36.0;Gasser Dominik 1;;21;53.5;17;35.75;1;-0.25;8.75
o;19;44.75;Fink Bruno;*;15;55.0;17;45.25;-2;0.5;8.5

22g;Ettlin Thomas;;;;;;;;;;53.25
+;;;Lagler Reto;;;;;;;;10.0
-;3;10.0;Styger Alex (2003);;22;53.25;4;9.75;1;-0.25;8.75
o;7;18.75;Gwerder Andreas;*;15;55.0;8;18.5;1;-0.25;8.5
o;13;27.25;Bachmann Roger;*;13;55.5;13;27.25;0;0.0;8.5
o;17;35.75;Gwerder Fabian;;15;55.0;14;36.5;-3;0.75;8.5
-;21;44.25;Forster Christian;;22;53.25;21;44.25;0;0.0;9.0

22h;Arnold Robin (2003);;;;;;;;;;53.25
o;;;Föhn Christian (2002);;;;;;;;8.5
-;7;8.5;Strickler Fabio (2001);;34;34.75;7;8.5;0;0.0;9.0
+;12;17.5;Kälin Michael (2002);;35;34.5;13;17.25;1;-0.25;9.75
o;13;27.25;Durrer Nando;*;9;56.5;11;27.75;-2;0.5;8.5
-;17;35.75;von Rickenbach Pirmin (2002);;22;53.25;17;35.75;0;0.0;9.0
o;19;44.75;Amgarten Martin;*;27;45.75;15;45.75;-4;1.0;8.5

22i;Zgraggen Fabian;*;;;;;;;;;53.25
-;;;Käslin Benno;*;;;;;;;8.75
o;6;8.75;Linggi Bruno;**;13;55.5;6;8.75;0;0.0;8.5
-;13;17.25;Spichtig Aldo;;17;54.5;8;18.5;-5;1.25;8.75
+;18;26.0;Lagler Reto;;32;35.25;15;26.75;-3;0.75;9.75
-;17;35.75;Bürgi Reto;*;18;54.25;17;35.75;0;0.0;8.75
-;20;44.5;Eﬃnger Peter;;20;53.75;18;45.0;-2;0.5;8.75

22j;Barmet Sven;;;;;;;;;;53.25
-;;;Schuler Thomas;;;;;;;;8.75
-;6;8.75;Brunner Timon;;34;34.75;6;8.75;0;0.0;8.75
+;12;17.5;Schuler Koni;;36;34.25;13;17.25;1;-0.25;10.0
o;12;27.5;Villiger Cyrill;*;15;55.0;15;26.75;3;-0.75;8.5
-;16;36.0;Zimmermann Raffael;;21;53.5;16;36.0;0;0.0;8.75
o;19;44.75;Käslin Benno;*;17;54.5;19;44.75;0;0.0;8.5

23a;Flück Bruno;;;;;;;;;;53.0
-;;;Schärli Reto;;;;;;;;8.75
-;6;8.75;Zimmermann Raffael;;21;53.5;6;8.75;0;0.0;9.0
o;11;17.75;Lemmenmeier Lukas;*;12;55.75;11;17.75;0;0.0;8.5
+;17;26.25;Suter Lukas (2002);;38;26.75;15;26.75;-2;0.5;9.75
o;16;36.0;Hürlimann Marco (2002);;16;54.75;15;36.25;-1;0.25;8.5
o;20;44.5;Schmidiger Marco;*;16;54.75;19;44.75;-1;0.25;8.5

23b;Föhn Christian (2002);;;;;;;;;;53.0
+;;;Arnold Robin (2003);;;;;;;;9.75
-;4;9.75;Ettlin Martin;;16;54.75;3;10.0;-1;0.25;9.0
o;7;18.75;Gisler Jonas (2001);*;17;54.5;8;18.5;1;-0.25;8.5
o;13;27.25;Lemmenmeier Lukas;*;12;55.75;12;27.5;-1;0.25;8.5
o;17;35.75;Zumstein Patrick;;16;54.75;16;36.0;-1;0.25;8.5
-;21;44.25;Gisler Noah (2002);;23;53.0;21;44.25;0;0.0;8.75

23c;Kammermann Christoph;*;;;;;;;;;53.0
o;;;Inderbitzin Daniel;*;;;;;;;8.75
o;6;8.75;Höﬂiger Andreas;**;6;57.25;5;9.0;-1;0.25;8.5
+;13;17.25;Bissig Fabian;;19;54.0;8;18.5;-5;1.25;10.0
-;13;27.25;Ettlin Michael;;19;54.0;11;27.75;-2;0.5;8.75
o;16;36.0;Briker Hannes;;11;56.0;16;36.0;0;0.0;8.5
o;20;44.5;Ulrich Pascal;;12;55.75;14;46.0;-6;1.5;8.5

23d;Gisler Noah (2002);;;;;;;;;;53.0
-;;;Betschart Fabian;;;;;;;;8.75
+;6;8.75;Betschart Xaver (2002);;32;35.25;7;8.5;1;-0.25;9.75
o;8;18.5;Hurschler Thomas;**;10;56.25;12;17.5;4;-1.0;8.5
-;14;27.0;Suter Michael (2002);;23;53.0;14;27.0;0;0.0;8.75
o;17;35.75;Binggeli Stefan;**;13;55.5;14;36.5;-3;0.75;8.5
-;21;44.25;Föhn Christian (2002);;23;53.0;21;44.25;0;0.0;8.75

23e;Herger Marco (2002);;;;;;;;;;53.0
+;;;Müller Daniel (2002);;;;;;;;10.0
o;3;10.0;Gwerder Beni;;16;54.75;4;9.75;1;-0.25;8.75
o;7;18.75;Hegner Ueli;*;6;57.25;8;18.5;1;-0.25;8.5
o;13;27.25;Fink Bruno;*;15;55.0;14;27.0;1;-0.25;8.5
o;17;35.75;Bühlmann Daniel;;16;54.75;16;36.0;-1;0.25;8.75
o;20;44.5;Gander Benjamin;;17;54.5;20;44.5;0;0.0;8.5

23f;Suter Michael (2002);;;;;;;;;;53.0
+;;;Durrer Julian (2002);;;;;;;;10.0
o;3;10.0;Ziegler Elias;;21;53.5;4;9.75;1;-0.25;8.5
o;8;18.5;Kälin Remo;*;15;55.0;10;18.0;2;-0.5;8.5
-;14;27.0;Gisler Noah (2002);;23;53.0;14;27.0;0;0.0;8.75
o;17;35.75;Keller Janik;*;19;54.0;17;35.75;0;0.0;8.5
-;21;44.25;Gasser Dominik 1;;21;53.5;20;44.5;-1;0.25;8.75

23g;Grüter Marcel;;;;;;;;;;53.0
+;;;Andermatt Erwin;;;;;;;;9.75
-;4;9.75;Weber Ivo;;17;54.5;6;8.75;2;-1.0;9.0
o;7;18.75;Elsener Marcel;*;20;53.75;11;17.75;4;-1.0;8.5
o;13;27.25;Langensand Stefan;*;12;55.75;13;27.25;0;0.0;8.5
o;17;35.75;Schürpf Guido;;15;55.0;15;36.25;-2;0.5;8.5
-;21;44.25;Styger Alex (2003);;22;53.25;20;44.5;-1;0.25;8.75

24a;Schilter Daniel;*;;;;;;;;;52.75
-;;;Niederberger Markus;*;;;;;;;8.75
o;6;8.75;Arnold Fabian;*;14;55.25;6;8.75;0;0.0;8.5
o;13;17.25;Dittli Mathias (2002);;20;53.75;9;18.25;-4;1.0;8.75
+;18;26.0;Arnold Kilian (2002);;31;35.5;14;27.0;-4;1.0;9.75
o;17;35.75;Gasser Peter;*;14;55.25;17;35.75;0;0.0;8.5
o;21;44.25;Bacher Andreas;;17;54.5;20;44.5;-1;0.25;8.5

24b;Rogenmoser Linus (2002);;;;;;;;;;52.75
+;;;Furrer Alex (2003);;;;;;;;10.0
o;3;10.0;Jund Matthias;;11;56.0;3;10.0;0;0.0;8.5
o;8;18.5;Betschart Silvan;*;13;55.5;14;17.0;6;-1.5;8.5
-;14;27.0;von Ah Markus;;21;53.5;13;27.25;-1;0.25;8.75
o;17;35.75;Grab Daniel;**;14;55.25;14;36.5;-3;0.75;8.5
o;21;44.25;Neyer Sven;;19;54.0;21;44.25;0;0.0;8.5

25a;Brun Jonas;**;;;;;;;;;47.0
-;;;Bieri Christian;**;;;;;;;8.75
+;6;8.75;Inderbitzin Daniel;*;13;55.5;4;9.75;-2;1.0;9.75
+;8;18.5;Steiner Severin (2001);;11;56.0;3;20.0;-5;1.5;9.75
-;9;28.25;Schuler Philipp;**;11;56.0;8;28.5;-1;0.25;8.75
+;12;37.0;Grab Martin;*;13;55.5;11;37.25;-1;0.25;10.0

26a;Rohrer Ueli;*;;;;;;;;;46.0
-;;;Streiff Dominik;*;;;;;;;9.0
+;5;9.0;Widmer Adrian;*;16;54.75;6;8.75;1;-0.25;10.0
-;6;19.0;Betschart Daniel;;17;54.5;4;19.75;-2;0.75;8.75
+;11;27.75;Kälin Remo;*;15;55.0;10;28.0;-1;0.25;9.75
o;10;37.5;Schuler Alex;***;1;113.0;1;74.25;-9;36.75;8.5

27a;Amgarten Martin;*;;;;;;;;;45.75
o;;;Hegner Ueli;*;;;;;;;8.75
o;6;8.75;Eﬃnger Markus;*;8;56.75;7;8.5;1;-0.25;8.5
+;13;17.25;Ulrich Michael (2003);;31;35.5;13;17.25;0;0.0;10.0
o;13;27.25;Betschart Silvan;*;13;55.5;15;26.75;2;-0.5;8.75
+;16;36.0;Arnold Robin (2003);;22;53.25;17;35.75;1;-0.25;9.75

28a;Bühler Kilian;;;;;;;;;;45.25
+;;;Bösch Dario;;;;;;;;9.75
o;4;9.75;Betschart Daniel;;17;54.5;4;9.75;0;0.0;8.5
o;9;18.25;Reichmuth Armin;*;12;55.75;13;17.25;4;-1.0;8.5
+;15;26.75;Andermatt Reto (2002);;32;35.25;15;26.75;0;0.0;10.0
o;13;36.75;Gasser Peter;*;14;55.25;17;35.75;4;-1.0;8.5

29a;Bürgler Lukas;*;;;;;;;;;44.75
-;;;Dissler Philipp;*;;;;;;;8.75
o;6;8.75;Arnold Stefan;**;6;57.25;6;8.75;0;0.0;8.5
+;13;17.25;Gisler Silvan (2002);;3;106.5;1;37.0;-12;19.75;9.75
-;14;27.0;Bühlmann Daniel;;16;54.75;13;27.25;-1;0.25;8.75
-;17;35.75;Bühler Patrice;;17;54.5;17;35.75;0;0.0;9.0

30a;Waser Raphael;;;;;;;;;;44.5
-;;;Ulrich Roman;;;;;;;;8.75
-;6;8.75;Schuler Thomas;;35;34.5;6;8.75;0;0.0;8.75
+;12;17.5;Müller Daniel (2002);;35;34.5;13;17.25;1;-0.25;10.0
o;12;27.5;Heinzer Stefan;*;2;112.25;2;55.25;-10;27.75;8.5
o;16;36.0;Ulrich Marco;*;16;54.75;16;36.0;0;0.0;8.5

31a;Arnold Andreas;*;;;;;;;;;35.5
o;;;Gwerder Carlo;**;;;;;;;8.5
o;7;8.5;Fink Bruno;*;15;55.0;7;8.5;0;0.0;8.5
+;14;17.0;Bürgi Simon (2003);;32;35.25;9;18.25;-5;1.25;10.0
o;14;27.0;Achermann Simon;;17;54.5;13;27.25;-1;0.25;8.5

31b;Kaufmann Jens;;;;;;;;;;35.5
o;;;Spichtig Aldo;;;;;;;;8.5
+;7;8.5;Krieg Silvan;;34;34.75;7;8.5;0;0.0;10.0
o;8;18.5;Wey Nicola;*;14;55.25;13;17.25;5;-1.25;8.5
o;14;27.0;Bucher Christian;*;10;56.25;17;26.25;3;-0.75;8.5

31c;Schönbächler Lukas;;;;;;;;;;35.5
o;;;Hodel Martin;;;;;;;;8.5
o;7;8.5;Ettlin Michael;;19;54.0;5;9.0;-2;0.5;8.5
-;14;17.0;Bürgi Michael (2002);;31;35.5;14;17.0;0;0.0;8.75
+;19;25.75;Durrer Julian (2002);;36;34.25;19;25.75;0;0.0;9.75

31d;Auf der Maur Alex;;;;;;;;;;35.5
o;;;Ziegler Elias;;;;;;;;8.5
o;7;8.5;Baumann Marco;;20;53.75;7;8.5;0;0.0;8.5
o;14;17.0;Ming Christian 2;;31;35.5;14;17.0;0;0.0;8.5
+;20;25.5;Fischlin Livio (2002);;37;34.0;20;25.5;0;0.0;10.0

31e;Ulrich Michael (2003);;;;;;;;;;35.5
-;;;Schmid Pius;;;;;;;;8.75
o;6;8.75;Graber Sandro;;15;55.0;6;8.75;0;0.0;8.5
+;13;17.25;Strickler Fabio (2001);;34;34.75;12;17.5;-1;0.25;9.75
o;14;27.0;Amgarten Martin;*;27;45.75;13;27.25;-1;0.25;8.5

31f;Bösch Dario;;;;;;;;;;35.5
o;;;Bühler Kilian;;;;;;;;8.5
o;7;8.5;Gasser Dominik 1;;21;53.5;6;8.75;-1;0.25;8.5
o;14;17.0;Stalder Silvan (2002);;32;35.25;14;17.0;0;0.0;8.5
+;20;25.5;Schuler Yannick (2003);;37;34.0;20;25.5;0;0.0;10.0

31g;Camenzind Manuel;;;;;;;;;;35.5
o;;;Kaufmann Reto (2002);;;;;;;;8.5
+;7;8.5;Ming Christian 2;;31;35.5;7;8.5;0;0.0;9.75
-;9;18.25;Bürgi Reto;*;18;54.25;13;17.25;4;-1.0;8.75
o;14;27.0;Buchmann Michael;;14;55.25;13;27.25;-1;0.25;8.5

31h;Bucher Sandro;;;;;;;;;;35.5
+;;;Heinzer Remo (2003);;;;;;;;10.0
o;3;10.0;Wüest David;;12;55.75;3;10.0;0;0.0;8.5
o;8;18.5;Bachmann Roger;*;13;55.5;13;17.25;5;-1.25;8.5
o;14;27.0;Blattmann Philipp;;15;55.0;15;26.75;1;-0.25;8.5

31i;Bürgi Michael (2002);;;;;;;;;;35.5
o;;;Ming Hannes;;;;;;;;8.5
o;7;8.5;Blattmann Philipp;;15;55.0;7;8.5;0;0.0;8.5
-;14;17.0;Schönbächler Lukas;;31;35.5;14;17.0;0;0.0;8.75
+;19;25.75;Gwerder Marco;;35;34.5;19;25.75;0;0.0;9.75

31j;Arnold Kilian (2002);;;;;;;;;;35.5
o;;;Achermann Simon;;;;;;;;8.5
-;7;8.5;Bürgi Tobias;;31;35.5;7;8.5;0;0.0;8.75
+;13;17.25;Andermatt Erwin;;36;34.25;14;17.0;1;-0.25;9.75
o;14;27.0;Schilter Daniel;*;24;52.75;18;26.0;4;-1.0;8.5

31k;Ettlin Mario (2003);;;;;;;;;;35.5
+;;;Hotz Basil (2003);;;;;;;;10.0
o;3;10.0;Suter Samuel;;16;54.75;4;9.75;1;-0.25;8.5
o;8;18.5;Thierstein Marco;*;14;55.25;9;18.25;1;-0.25;8.5
o;14;27.0;Eﬃnger Peter;;20;53.75;15;26.75;1;-0.25;8.5

31l;Schmid Pius;;;;;;;;;;35.5
-;;;Ulrich Michael (2003);;;;;;;;8.75
o;6;8.75;Neyer Sven;;19;54.0;7;8.5;1;-0.25;8.5
o;13;17.25;Bürgi Tobias;;31;35.5;13;17.25;0;0.0;8.5
+;19;25.75;Schuler Koni;;36;34.25;19;25.75;0;0.0;9.75

31m;Suter Raphael;;;;;;;;;;35.5
o;;;Zgraggen Peter;;;;;;;;8.5
-;7;8.5;Muff Reto;;34;34.75;6;8.75;-1;0.25;8.75
+;13;17.25;Durrer Julian (2002);;36;34.25;13;17.25;0;0.0;9.75
o;14;27.0;Jöhl Christian;*;22;53.25;18;26.0;4;-1.0;8.5

31n;Röthlin Pascal;;;;;;;;;;35.5
o;;;Lüthy Ralph;;;;;;;;8.75
+;6;8.75;Gwerder Marco;;35;34.5;6;8.75;0;0.0;9.75
o;8;18.5;Villiger Cyrill;*;15;55.0;14;17.0;6;-1.5;8.5
o;14;27.0;Keller Janik;*;19;54.0;18;26.0;4;-1.0;8.5

31o;Herger Flavio (2003);;;;;;;;;;35.5
+;;;Betschart Xaver (2002);;;;;;;;10.0
o;3;10.0;Ulrich Damian;;19;54.0;4;9.75;1;-0.25;8.5
o;8;18.5;Niederberger Markus;*;17;54.5;13;17.25;5;-1.25;8.5
o;14;27.0;von Euw Lukas (2002);;12;55.75;14;27.0;0;0.0;8.5

31p;Kathriner Severin;;;;;;;;;;35.5
+;;;Fischlin Livio (2002);;;;;;;;10.0
o;3;10.0;Egli Adrian (2002);;18;54.25;3;10.0;0;0.0;8.5
o;8;18.5;Elsener Adrian;**;13;55.5;12;17.5;4;-1.0;8.5
o;14;27.0;Hodel Martin;;18;54.25;14;27.0;0;0.0;8.5

31q;Ming Christian 2;;;;;;;;;;35.5
o;;;Steiner Severin (2001);;;;;;;;8.5
o;7;8.5;Camenzind Manuel;;31;35.5;7;8.5;0;0.0;8.5
+;14;17.0;Auf der Maur Alex;;31;35.5;14;17.0;0;0.0;10.0
o;14;27.0;Ulrich Marco;*;16;54.75;17;26.25;3;-0.75;8.5

31r;Bürgi Tobias;;;;;;;;;;35.5
o;;;Wüest David;;;;;;;;8.5
-;7;8.5;Arnold Kilian (2002);;31;35.5;7;8.5;0;0.0;8.75
+;13;17.25;Schmid Pius;;31;35.5;13;17.25;0;0.0;9.75
o;14;27.0;Würsch Lars;*;20;53.75;14;27.0;0;0.0;8.5

31s;Hürlimann Adrian (2002);;;;;;;;;;35.5
o;;;Andermatt Reto (2002);;;;;;;;8.5
+;7;8.5;Furrer Alex (2003);;37;34.0;7;8.5;0;0.0;10.0
o;8;18.5;Arnold Marcel;*;14;55.25;12;17.5;4;-1.0;8.5
o;14;27.0;Graber Sandro;;15;55.0;14;27.0;0;0.0;8.5

32a;Blattmann Roman (2003);;;;;;;;;;35.25
o;;;Vogel Manuel;;;;;;;;8.5
+;7;8.5;Schuler Yannick (2003);;37;34.0;7;8.5;0;0.0;9.75
o;9;18.25;Burch Jonas;*;14;55.25;11;17.75;2;-0.5;8.5
o;15;26.75;Bissig Fabian;;19;54.0;14;27.0;-1;0.25;8.5

32b;Hotz Basil (2003);;;;;;;;;;35.25
o;;;Ettlin Mario (2003);;;;;;;;8.5
o;7;8.5;Kälin Markus (2001);;32;35.25;7;8.5;0;0.0;8.5
o;14;17.0;Heinzer Remo (2003);;32;35.25;14;17.0;0;0.0;8.5
+;20;25.5;Furrer Alex (2003);;37;34.0;20;25.5;0;0.0;9.75

32c;Lagler Reto;;;;;;;;;;35.25
o;;;Ettlin Thomas;;;;;;;;8.5
o;7;8.5;Briker Hannes;;11;56.0;6;8.75;-1;0.25;8.5
+;14;17.0;Fischlin Livio (2002);;37;34.0;14;17.0;0;0.0;9.75
o;15;26.75;Zgraggen Fabian;*;22;53.25;18;26.0;3;-0.75;8.5

32d;Bürgi Simon (2003);;;;;;;;;;35.25
o;;;Suter Lukas (2002);;;;;;;;8.5
+;7;8.5;von Matt Lars (2002);;34;34.75;7;8.5;0;0.0;9.75
o;9;18.25;Arnold Andreas;*;31;35.5;14;17.0;5;-1.25;8.5
o;15;26.75;Widmer Dominik;;21;53.5;15;26.75;0;0.0;8.5

32e;Inderbitzin Dominic;;;;;;;;;;35.25
o;;;Fallegger Joel;;;;;;;;8.5
o;7;8.5;von Ah Markus;;21;53.5;6;8.75;-1;0.25;8.5
+;14;17.0;Furrer Alex (2003);;37;34.0;14;17.0;0;0.0;9.75
o;15;26.75;Bürgi Reto;*;18;54.25;18;26.0;3;-0.75;8.5

32f;Elsener Peter;**;;;;;;;;;35.25
-;;;Grab Daniel;**;;;;;;;9.0
-;5;9.0;Kälin Remo;*;15;55.0;5;9.0;0;0.0;9.0
-;10;18.0;Bühlmann Daniel;;16;54.75;8;18.5;-2;0.5;8.75
o;15;26.75;Schärli Reto;;10;56.25;13;27.25;-2;0.5;8.5

32g;Andermatt Reto (2002);;;;;;;;;;35.25
+;;;Hürlimann Adrian (2002);;;;;;;;9.75
o;4;9.75;Wicki David;;16;54.75;3;10.0;-1;0.25;8.5
o;9;18.25;Dändliker Shane;**;11;56.0;12;17.5;3;-0.75;8.5
o;15;26.75;Bühler Kilian;;28;45.25;15;26.75;0;0.0;8.5

32h;Heinzer Remo (2003);;;;;;;;;;35.25
o;;;Bucher Sandro;;;;;;;;8.5
o;7;8.5;Wyss Sven (2001);;21;53.5;6;8.75;-1;0.25;8.5
+;14;17.0;Hotz Basil (2003);;32;35.25;14;17.0;0;0.0;9.75
o;15;26.75;Bucher Roland;*;15;55.0;16;26.5;1;-0.25;8.5

32i;Betschart Xaver (2002);;;;;;;;;;35.25
o;;;Herger Flavio (2003);;;;;;;;8.5
o;7;8.5;Gisler Noah (2002);;23;53.0;6;8.75;-1;0.25;8.5
+;14;17.0;Schuler Yannick (2003);;37;34.0;14;17.0;0;0.0;9.75
o;15;26.75;Käslin Benno;*;17;54.5;18;26.0;3;-0.75;8.5

32j;Kälin Markus (2001);;;;;;;;;;35.25
o;;;Epp Elias (2003);;;;;;;;8.5
+;7;8.5;Hotz Basil (2003);;32;35.25;7;8.5;0;0.0;9.75
o;9;18.25;Schmidiger Marco;*;16;54.75;12;17.5;3;-0.75;8.5
o;15;26.75;Gisler Silvan (2002);;3;106.5;3;54.25;-12;27.5;8.5

32k;Ulrich Roman;;;;;;;;;;35.25
-;;;Wyss Christian;;;;;;;;9.0
-;5;9.0;Waser Raphael;;30;44.5;6;8.75;1;-0.25;8.75
-;11;17.75;von Rickenbach Pirmin (2002);;22;53.25;13;17.25;2;-0.5;9.0
o;15;26.75;Fässler Dominic;**;15;55.0;18;26.0;3;-0.75;8.5

32l;Stalder Silvan (2002);;;;;;;;;;35.25
o;;;Herger Simon;;;;;;;;8.5
o;7;8.5;Widmer Dominik;;21;53.5;7;8.5;0;0.0;8.5
+;14;17.0;Bösch Dario;;31;35.5;14;17.0;0;0.0;9.75
o;15;26.75;Epp Elias (2003);;20;53.75;14;27.0;-1;0.25;8.5

33a;Käslin Ruedi;*;;;;;;;;;35.0
-;;;Ulrich Marco;*;;;;;;;8.75
-;6;8.75;Keller Janik;*;19;54.0;6;8.75;0;0.0;8.75
-;12;17.5;Bucher Roland;*;15;55.0;11;17.75;-1;0.25;8.75
-;17;26.25;Neyer Sven;;19;54.0;14;27.0;-3;0.75;8.75

34a;Brunner Timon;;;;;;;;;;34.75
-;;;Gisler Silvan (2002);;;;;;;;8.75
-;6;8.75;Barmet Sven;;22;53.25;6;8.75;0;0.0;8.75
o;12;17.5;Zimmermann Raffael;;21;53.5;11;17.75;-1;0.25;8.5
-;18;26.0;von Matt Lars (2002);;34;34.75;18;26.0;0;0.0;8.75

34b;Muff Reto;;;;;;;;;;34.75
o;;;Styger Alex (2003);;;;;;;;8.75
-;6;8.75;Suter Raphael;;31;35.5;7;8.5;1;-0.25;8.75
o;12;17.5;Eﬃnger Peter;;20;53.75;14;17.0;2;-0.5;8.5
-;18;26.0;Auf der Maur Michael;;34;34.75;18;26.0;0;0.0;8.75

34c;von Matt Lars (2002);;;;;;;;;;34.75
o;;;Betschart Daniel;;;;;;;;8.5
o;7;8.5;Bürgi Simon (2003);;32;35.25;7;8.5;0;0.0;8.5
-;14;17.0;Krieg Silvan;;34;34.75;14;17.0;0;0.0;9.0
-;18;26.0;Brunner Timon;;34;34.75;18;26.0;0;0.0;8.75

34d;Auf der Maur Michael;;;;;;;;;;34.75
o;;;Ettlin Martin;;;;;;;;8.5
-;7;8.5;Hürlimann Marco (2002);;16;54.75;7;8.5;0;0.0;9.0
o;12;17.5;Weber Ivo;;17;54.5;12;17.5;0;0.0;8.5
-;18;26.0;Muff Reto;;34;34.75;18;26.0;0;0.0;8.75

34e;Rohrer Timo (2001);;;;;;;;;;34.75
o;;;Gwerder Fabian;;;;;;;;8.5
-;7;8.5;Schuler Koni;;36;34.25;7;8.5;0;0.0;8.75
-;13;17.25;Müller Daniel (2002);;35;34.5;13;17.25;0;0.0;8.75
-;18;26.0;Strickler Fabio (2001);;34;34.75;18;26.0;0;0.0;8.75

34f;Krieg Silvan;;;;;;;;;;34.75
o;;;Aregger Fabian (2001);;;;;;;;8.5
o;7;8.5;Kaufmann Jens;;31;35.5;7;8.5;0;0.0;8.5
-;14;17.0;von Matt Lars (2002);;34;34.75;14;17.0;0;0.0;9.0
o;18;26.0;von Rickenbach Pirmin (2002);;22;53.25;18;26.0;0;0.0;8.75

34g;Strickler Fabio (2001);;;;;;;;;;34.75
o;;;Wicki David;;;;;;;;8.5
-;7;8.5;Arnold Robin (2003);;22;53.25;7;8.5;0;0.0;9.0
o;12;17.5;Ulrich Michael (2003);;31;35.5;13;17.25;1;-0.25;8.5
-;18;26.0;Rohrer Timo (2001);;34;34.75;18;26.0;0;0.0;8.75

35a;Müller Daniel (2002);;;;;;;;;;34.5
o;;;Herger Marco (2002);;;;;;;;8.75
o;6;8.75;Hurschler Adrian;;17;54.5;6;8.75;0;0.0;8.5
-;13;17.25;Rohrer Timo (2001);;34;34.75;13;17.25;0;0.0;8.75
o;18;26.0;Waser Raphael;;30;44.5;12;27.5;-6;1.5;8.5

35b;Betschart Fabian;;;;;;;;;;34.5
-;;;Gisler Noah (2002);;;;;;;;8.75
o;6;8.75;Ming Hannes;;18;54.25;4;9.75;-2;1.0;8.5
o;13;17.25;Wyss Christian;;19;54.0;12;17.5;-1;0.25;8.5
-;19;25.75;Ulrich Adrian (2001);;35;34.5;19;25.75;0;0.0;8.75

35c;Kälin Michael (2002);;;;;;;;;;34.5
-;;;Gasser Dominik 1;;;;;;;;8.75
o;6;8.75;Bühler Patrice;;17;54.5;6;8.75;0;0.0;8.5
o;13;17.25;Arnold Robin (2003);;22;53.25;12;17.5;-1;0.25;8.5
-;19;25.75;Andermatt Erwin;;36;34.25;20;25.5;1;-0.25;8.75

35d;Gwerder Marco;;;;;;;;;;34.5
-;;;Briker Hannes;;;;;;;;8.75
o;6;8.75;Röthlin Pascal;;31;35.5;6;8.75;0;0.0;8.5
o;13;17.25;Bacher Andreas;;17;54.5;12;17.5;-1;0.25;8.5
o;19;25.75;Bürgi Michael (2002);;31;35.5;19;25.75;0;0.0;8.75

35e;Schuler Thomas;;;;;;;;;;34.5
-;;;Barmet Sven;;;;;;;;8.75
o;6;8.75;Schärli Reto;;10;56.25;5;9.0;-1;0.25;8.5
-;13;17.25;Waser Raphael;;30;44.5;12;17.5;-1;0.25;8.75
o;18;26.0;Gassmann Michael;*;15;55.0;17;26.25;-1;0.25;8.5

35f;Ulrich Adrian (2001);;;;;;;;;;34.5
o;;;Durrer Ueli;;;;;;;;8.5
-;7;8.5;Bacher Andreas;;17;54.5;7;8.5;0;0.0;8.75
o;13;17.25;Hürlimann Marco (2002);;16;54.75;12;17.5;-1;0.25;8.5
-;19;25.75;Betschart Fabian;;35;34.5;19;25.75;0;0.0;8.75

36a;Schuler Koni;;;;;;;;;;34.25
o;;;Egli Adrian (2002);;;;;;;;8.5
-;7;8.5;Rohrer Timo (2001);;34;34.75;7;8.5;0;0.0;8.75
o;13;17.25;Barmet Sven;;22;53.25;12;17.5;-1;0.25;8.5
o;19;25.75;Schmid Pius;;31;35.5;19;25.75;0;0.0;8.5

36b;Durrer Julian (2002);;;;;;;;;;34.25
o;;;Suter Michael (2002);;;;;;;;8.75
o;6;8.75;Zumstein Patrick;;16;54.75;6;8.75;0;0.0;8.5
o;13;17.25;Suter Raphael;;31;35.5;13;17.25;0;0.0;8.5
o;19;25.75;Schönbächler Lukas;;31;35.5;19;25.75;0;0.0;8.5

36c;Andermatt Erwin;;;;;;;;;;34.25
o;;;Grüter Marcel;;;;;;;;8.5
o;7;8.5;Gisler Silvan (2002);;3;106.5;1;18.75;-6;10.25;8.5
o;14;17.0;Arnold Kilian (2002);;31;35.5;13;17.25;-1;0.25;8.5
-;20;25.5;Kälin Michael (2002);;35;34.5;19;25.75;-1;0.25;8.75

37a;Furrer Alex (2003);;;;;;;;;;34.0
o;;;Rogenmoser Linus (2002);;;;;;;;8.5
o;7;8.5;Hürlimann Adrian (2002);;31;35.5;7;8.5;0;0.0;8.5
