3773-2017-05-28_103_StGaller_Kantonalschwingfest-ST

1a;Bösch Daniel;***;;;;;;;;;58.5
+;5;8.5;Lusti Adrian (2001);;26;35.25;5;8.5;0;0.0;9.75
o;7;18.25;Ott Damian (2000);;8;56.5;6;18.5;-1;0.25;8.5
o;12;26.75;Raymann David;*;19;53.75;12;26.75;0;0.0;8.5

27a;Roth Peter;;;;;;;;;;35.0
o;;;Bärtsch Fabian (2000);;;;;;;;8.5
-;5;8.5;Horner Sämi;;33;25.75;5;8.5;0;0.0;8.75
-;10;17.25;Roth Michael (1999);;26;35.25;9;17.5;-1;0.25;9.0
-;14;26.25;Keller Lukas;;27;35.0;14;26.25;0;0.0;8.75

27b;Keller Lukas;;;;;;;;;;35.0
-;;;Wicki Cédric;;;;;;;;8.75
-;4;8.75;Bischof Martin;;10;56.0;4;8.75;0;0.0;8.75
-;9;17.5;Bleiker Daniel;;28;34.75;9;17.5;0;0.0;8.75
-;14;26.25;Roth Peter;;27;35.0;14;26.25;0;0.0;8.75

28a;Bleiker Daniel;;;;;;;;;;34.75
-;;;Rhyner Marco;;;;;;;;8.75
-;4;8.75;Wildhaber Jannik (1999);;21;53.25;4;8.75;0;0.0;8.75
-;9;17.5;Keller Lukas;;27;35.0;9;17.5;0;0.0;8.75
o;14;26.25;Tremp Remo (1999);;19;53.75;12;26.75;-2;0.5;8.5

28b;Eugster Silvio;;;;;;;;;;34.75
o;;;Lieberherr Michael (1999);;;;;;;;8.75
o;4;8.75;Bollhalder Manuel (2001);;13;55.25;4;8.75;0;0.0;8.5
-;10;17.25;Breitenmoser Simon;;16;54.5;9;17.5;-1;0.25;8.75
-;15;26.0;Gerig Marcel;;12;55.5;11;27.0;-4;1.0;8.75

28c;Rhyner Marco;;;;;;;;;;34.75
-;;;Bleiker Daniel;;;;;;;;8.75
-;4;8.75;Keller Dominic;;17;54.25;5;8.5;1;-0.25;8.75
o;9;17.5;Heierli Pascal (1999);;19;53.75;10;17.25;1;-0.25;8.5
-;15;26.0;Roth Michael (1999);;26;35.25;13;26.5;-2;0.5;8.75

29a;Truniger Manuel;*;;;;;;;;;34.5
o;;;Landolt Reto;*;;;;;;;8.5
o;5;8.5;Kunz Daniel;;13;55.25;4;8.75;-1;0.25;8.5
-;11;17.0;Poltera Andrin (1999);;12;55.5;7;18.25;-4;1.25;8.75
-;16;25.75;Leuppi Karim;*;29;34.5;16;25.75;0;0.0;8.75

29b;Haltiner Sandro (2000);;;;;;;;;;34.5
o;;;Jud Reto (2001);;;;;;;;8.5
o;5;8.5;Roth Armin (2001);;25;35.5;5;8.5;0;0.0;8.75
o;10;17.25;Odermatt Michi;;23;52.75;10;17.25;0;0.0;8.5
o;16;25.75;Lusti Adrian (2001);;26;35.25;17;25.5;1;-0.25;8.75

29c;Leuppi Karim;*;;;;;;;;;34.5
o;;;Büsser André;;;;;;;;8.5
-;5;8.5;Breitenmoser Manuel;;13;55.25;1;10.0;-4;1.5;8.75
o;10;17.25;Bernold Michael (1999);;4;57.5;7;18.25;-3;1.0;8.5
-;16;25.75;Truniger Manuel;*;29;34.5;16;25.75;0;0.0;8.75

30a;Krucker Silvan (2001);;;;;;;;;;34.25
o;;;Müller Loris (1999);;;;;;;;8.5
-;5;8.5;Müller Gabriel (2001);;23;52.75;5;8.5;0;0.0;8.75
o;10;17.25;Pianta Christian;;24;36.0;9;17.5;-1;0.25;8.5
o;16;25.75;Schiesser Patrik;;25;35.5;17;25.5;1;-0.25;8.5

30b;Schiess Rainer;;;;;;;;;;34.25
o;;;Hauser Simon;;;;;;;;8.5
-;5;8.5;Ramer Matthias (2001);;23;52.75;5;8.5;0;0.0;8.75
o;10;17.25;Mathis Patrick;;25;35.5;10;17.25;0;0.0;8.5
o;16;25.75;Müller Gabriel (2001);;23;52.75;16;25.75;0;0.0;8.5

30c;Signer Walter;;;;;;;;;;34.25
o;;;Ulmann Fabian (1999);;;;;;;;8.5
o;5;8.5;Meier Joel (1999);;25;35.5;5;8.5;0;0.0;8.5
-;11;17.0;Dudli Gallus;;30;34.25;11;17.0;0;0.0;8.75
o;16;25.75;Breitenmoser Simon;;16;54.5;14;26.25;-2;0.5;8.5

30d;Schilter Daniel;*;;;;;;;;;34.25
o;;;Schlegel Reto;*;;;;;;;8.5
o;5;8.5;Oertig Simon;;10;56.0;2;9.75;-3;1.25;8.5
-;11;17.0;Büsser Remo;;16;54.5;6;18.5;-5;1.5;8.75
o;16;25.75;Kobler Janosch (2000);;19;53.75;11;27.0;-5;1.25;8.5

30e;Dudli Gallus;;;;;;;;;;34.25
o;;;Stauffacher Martin;;;;;;;;8.5
o;5;8.5;Schwager Ivo;;25;35.5;5;8.5;0;0.0;8.5
-;11;17.0;Signer Walter;;30;34.25;11;17.0;0;0.0;8.75
o;16;25.75;Kamm Kurt;;26;35.25;17;25.5;1;-0.25;8.5

31a;Rickenmann Ramon (2001);;;;;;;;;;34.0
o;;;Hobi Ignaz;;;;;;;;8.5
o;5;8.5;Büsser Remo;;16;54.5;5;8.5;0;0.0;8.5
o;11;17.0;Peter Renato (2000);;26;35.25;11;17.0;0;0.0;8.5
o;17;25.5;Keller Dominic;;17;54.25;16;25.75;-1;0.25;8.5

31b;Ruckstuhl Manuel (2001);;;;;;;;;;34.0
o;;;Roth Sämi (2000);;;;;;;;8.5
o;5;8.5;Kirchmeier Christof (1999);;26;35.25;5;8.5;0;0.0;8.5
o;11;17.0;Sutter Pascal (2001);;25;35.5;11;17.0;0;0.0;8.5
o;17;25.5;Roth Markus;;26;35.25;17;25.5;0;0.0;8.5

31c;Wenger Dominic (1999);;;;;;;;;;34.0
o;;;Schumacher Florian (2001);;;;;;;;8.5
o;5;8.5;Baumann Elia (2000);;25;35.5;5;8.5;0;0.0;8.5
o;11;17.0;Tritten Robin;;19;53.75;11;17.0;0;0.0;8.5
o;17;25.5;Stauffacher Roman (2000);;26;35.25;17;25.5;0;0.0;8.5

32a;Giger Florian (2001);;;;;;;;;;26.75
o;;;Schrepfer Roy;;;;;;;;8.5
+;5;8.5;Baumgartner Joël;;26;35.25;5;8.5;0;0.0;9.75
o;7;18.25;Rüegg Fabian;*;7;56.75;7;18.25;0;0.0;8.5

33a;Horner Sämi;;;;;;;;;;25.75
o;;;Egli Martin;;;;;;;;8.5
-;5;8.5;Roth Peter;;27;35.0;5;8.5;0;0.0;8.75
o;10;17.25;Harder Benj;;18;54.0;10;17.25;0;0.0;8.5

34a;Schlegel Sämi (2000);;;;;;;;;;8.5
o;;;Jörger Corsin;;;;;;;;8.5

