4347-2021-08-22_116_Ob-_und_Nidw_Kant_Schwingfest-ST

1a;Schuler Alex;***;;;;;;;;;109.25
28c;Ulrich Sandro (2005);;;;;;;;;;35.25
+;;;von Flüe Michael;;;;;;;;9.75
o;3;9.75;Kaiser Sandro;;14;55.0;3;9.75;0;0.0;8.5
o;8;18.25;Gisler Jonas;*;13;55.25;12;17.0;4;-1.25;8.5
o;12;26.75;Ettlin Mario (2003);;19;53.75;12;26.75;0;0.0;8.5

28d;Rohrer Philipp (2004);;;;;;;;;;35.25
+;;;Kälin Michael;;;;;;;;9.75
o;3;9.75;Ziegler Elias;;19;53.75;2;10.0;-1;0.25;8.5
o;8;18.25;Suter Beat;*;14;55.0;12;17.0;4;-1.25;8.5
o;12;26.75;Suter Michael;;14;55.0;12;26.75;0;0.0;8.5

28e;Käslin Valentin;;;;;;;;;;35.25
o;;;Reichmuth Marco (2005);;;;;;;;8.5
o;6;8.5;von Rickenbach Carlo (2005);;20;53.5;6;8.5;0;0.0;8.5
+;12;17.0;Füglister Stefan (2003);;24;52.5;12;17.0;0;0.0;9.75
o;12;26.75;Schnellmann Alexander (2004);;19;53.75;11;27.0;-1;0.25;8.5

28f;Vogler Adrian (2004);;;;;;;;;;35.25
o;;;Kempf Fabian;;;;;;;;8.5
o;6;8.5;Inauen Maurus (2003);;28;35.25;6;8.5;0;0.0;8.5
o;12;17.0;Arnold Robin (2003);;20;53.5;12;17.0;0;0.0;8.5
+;17;25.5;Müller Marco;;32;34.0;17;25.5;0;0.0;9.75

28g;Inauen Maurus (2003);;;;;;;;;;35.25
o;;;Ming Hannes;;;;;;;;8.5
+;6;8.5;Vogler Adrian (2004);;28;35.25;6;8.5;0;0.0;9.75
o;8;18.25;Odermatt Christian;**;13;55.25;11;17.25;3;-1.0;8.5
o;12;26.75;Solenthaler David (2004);;19;53.75;12;26.75;0;0.0;8.5

28h;Hodler Mathias;;;;;;;;;;35.25
o;;;Wyrsch Gabriel;;;;;;;;8.5
o;6;8.5;Herger Flavio (2003);;16;54.5;5;8.75;-1;0.25;8.5
+;12;17.0;Eberli Sandro (2004);;18;54.0;11;17.25;-1;0.25;9.75
o;12;26.75;Gander Michael;;11;55.75;11;27.0;-1;0.25;8.5

28i;Ettlin Kevin;;;;;;;;;;35.25
o;;;Ulrich Michael (2003);;;;;;;;8.5
+;6;8.5;Giger Samuel (2005);;29;34.75;6;8.5;0;0.0;9.75
o;8;18.25;Wyrsch Marco;**;10;56.0;10;17.5;2;-0.75;8.5
o;12;26.75;Gisler Silvan;;14;55.0;11;27.0;-1;0.25;8.5

29a;Rohrer Michael;;;;;;;;;;34.75
-;;;Eberli Sandro (2004);;;;;;;;8.75
o;5;8.75;Riebli Urs;;8;56.5;4;9.0;-1;0.25;8.5
-;11;17.25;Epp Elias (2003);;30;34.5;11;17.25;0;0.0;8.75
-;15;26.0;Giger Samuel (2005);;29;34.75;16;25.75;1;-0.25;8.75

29b;Giger Samuel (2005);;;;;;;;;;34.75
o;;;Waser Raphael;;;;;;;;8.5
o;6;8.5;Ettlin Kevin;;28;35.25;6;8.5;0;0.0;8.5
-;12;17.0;von Flüe Michael;;31;34.25;12;17.0;0;0.0;8.75
-;16;25.75;Rohrer Michael;;29;34.75;15;26.0;-1;0.25;9.0

29c;Durrer Pascal;;;;;;;;;;34.75
o;;;Theiler Nils (2004);;;;;;;;8.5
o;6;8.5;Schnellmann Alexander (2004);;19;53.75;6;8.5;0;0.0;8.5
-;12;17.0;Zberg Nuyen (2003);;22;53.0;12;17.0;0;0.0;8.75
-;16;25.75;Weibel Michael (2005);;24;52.5;13;26.5;-3;0.75;9.0

30a;Epp Elias (2003);;;;;;;;;;34.5
o;;;von Ah Markus;;;;;;;;8.5
-;6;8.5;Bucher Sandro;;18;54.0;6;8.5;0;0.0;8.75
-;11;17.25;Rohrer Michael;;29;34.75;11;17.25;0;0.0;8.75
o;15;26.0;Waser David;;22;53.0;17;25.5;2;-0.5;8.5

30b;Kathriner Andreas (2003);;;;;;;;;;34.5
o;;;Solenthaler David (2004);;;;;;;;8.5
o;6;8.5;Von Euw Adi;;18;54.0;6;8.5;0;0.0;8.5
-;12;17.0;Weibel Michael (2005);;24;52.5;10;17.5;-2;0.5;9.0
o;15;26.0;Eberli Sandro (2004);;18;54.0;16;25.75;1;-0.25;8.5

31a;von Flüe Michael;;;;;;;;;;34.25
o;;;Ulrich Sandro (2005);;;;;;;;8.5
o;6;8.5;Gisler Silvan;;14;55.0;6;8.5;0;0.0;8.5
-;12;17.0;Giger Samuel (2005);;29;34.75;12;17.0;0;0.0;8.75
o;16;25.75;Füglister Stefan (2003);;24;52.5;17;25.5;1;-0.25;8.5

31b;Imgrüth Fabian (2005);;;;;;;;;;34.25
o;;;Kaufmann Jens;;;;;;;;8.5
-;6;8.5;Furrer Jens;;31;34.25;6;8.5;0;0.0;8.75
o;11;17.25;von Matt Lars;;21;53.25;10;17.5;-1;0.25;8.5
o;16;25.75;von Rickenbach Carlo (2005);;20;53.5;12;26.75;-4;1.0;8.5

31c;Durrer Jan (2003);;;;;;;;;;34.25
-;;;Furrer Fabian;;;;;;;;8.75
o;5;8.75;Schmidiger Lukas (2004);;21;53.25;4;9.0;-1;0.25;8.5
o;11;17.25;Roner Remo;;18;54.0;11;17.25;0;0.0;8.5
o;16;25.75;Riedweg Matteo (2005);;19;53.75;17;25.5;1;-0.25;8.5

31d;Furrer Jens;;;;;;;;;;34.25
o;;;Küng Jonas (2004);;;;;;;;8.5
-;6;8.5;Imgrüth Fabian (2005);;31;34.25;6;8.5;0;0.0;8.75
o;11;17.25;Furrer Fabian;;17;54.25;11;17.25;0;0.0;8.5
o;16;25.75;Häller Nick;;16;54.5;12;26.75;-4;1.0;8.5

31e;Burch Jonas (2005);;;;;;;;;;34.25
o;;;Grüter Marcel;;;;;;;;8.5
o;6;8.5;Häller Nick;;16;54.5;6;8.5;0;0.0;8.5
o;12;17.0;Schmid Joel;;19;53.75;12;17.0;0;0.0;8.5
o;17;25.5;Zberg Nuyen (2003);;22;53.0;16;25.75;-1;0.25;8.75

32a;Wesemann Micha (2003);;;;;;;;;;34.0
o;;;Kaiser Sandro;;;;;;;;8.5
o;6;8.5;Niederberger Mario (2005);;28;35.25;6;8.5;0;0.0;8.5
o;12;17.0;Bucher Sandro;;18;54.0;11;17.25;-1;0.25;8.5
o;17;25.5;Gloggner André;;19;53.75;17;25.5;0;0.0;8.5

32b;Müller Marco;;;;;;;;;;34.0
o;;;Durrer Markus;;;;;;;;8.5
o;6;8.5;Gander Sebastian (2003);;22;53.0;6;8.5;0;0.0;8.5
o;12;17.0;Christen Silvan;;17;54.25;10;17.5;-2;0.5;8.5
o;17;25.5;Vogler Adrian (2004);;28;35.25;17;25.5;0;0.0;8.5

33a;Waser Adrian;*;;;;;;;;;27.25
o;;;Vogel Marcel;*;;;;;;;8.5
-;6;8.5;Wicki Kevin;;13;55.25;2;10.0;-4;1.5;8.75
+;11;17.25;Reichmuth Marco (2005);;19;53.75;8;18.25;-3;1.0;10.0

33b;Ettlin Jan;;;;;;;;;;27.25
+;;;Herger Flavio (2003);;;;;;;;10.0
o;2;10.0;Schuler Alex;;1;109.25;1;18.5;-1;8.5;8.75
o;6;18.75;Zurﬂuh Michael;*;7;56.75;8;18.25;2;-0.5;8.5

34a;Waser Sandro (2004);;;;;;;;;;17.0
o;;;Durrer Lukas;;;;;;;;8.5
o;6;8.5;Gander Michael;;11;55.75;6;8.5;0;0.0;8.5

35a;Schallberger Jakob;;;;;;;;;;8.5
o;;;Ming Christian 2;;;;;;;;8.5

