4099-2018-05-13_114_Ob-_und_Nidw_Kant_Schwingfest-ST

1a;Schuler Alex;***;;;;;;;;;110.25
+;15;26.0;Müller Patrick;;30;34.25;16;25.75;1;-0.25;9.75
o;15;35.75;Zgraggen Peter;;11;55.5;15;35.75;0;0.0;8.5
-;19;44.25;Küchler Severin;;21;53.0;19;44.25;0;0.0;8.75

21h;Küchler Severin;;;;;;;;;;53.0
o;;;Elsener Manuel;;;;;;;;8.5
+;6;8.5;Kälin Markus (2001);;31;34.0;6;8.5;0;0.0;10.0
o;7;18.5;Bernet Christoph;*;10;55.75;11;17.25;4;-1.25;8.5
o;11;27.0;Hürlimann Mathias (2000);;10;55.75;11;27.0;0;0.0;8.5
o;16;35.5;Gwerder Beni;;17;54.0;16;35.5;0;0.0;8.75
-;19;44.25;Gabriel Simon (2002);;21;53.0;19;44.25;0;0.0;8.75

22a;Risi Martin;;;;;;;;;;52.75
o;;;Heinzer Josef;;;;;;;;8.5
o;6;8.5;Zumstein Marcel;;18;53.75;5;8.75;-1;0.25;8.5
+;12;17.0;Lagler Reto;;30;34.25;11;17.25;-1;0.25;10.0
o;11;27.0;Ming Christian 2;;11;55.5;10;27.25;-1;0.25;8.5
-;16;35.5;Elsener Manuel;;13;55.0;13;36.25;-3;0.75;8.75
o;19;44.25;Hegner Ueli;*;16;54.25;19;44.25;0;0.0;8.5

22b;Kälin Michael (2002);;;;;;;;;;52.75
o;;;Durrer Lukas;;;;;;;;8.75
o;5;8.75;Wallimann Remo;;10;55.75;5;8.75;0;0.0;8.5
+;11;17.25;Müller Patrick;;30;34.25;12;17.0;1;-0.25;10.0
o;10;27.25;Bürgi Reto;*;9;56.0;9;27.5;-1;0.25;8.5
o;15;35.75;Zumstein Patrick;;15;54.5;13;36.25;-2;0.5;8.5
o;19;44.25;Kaufmann Jens;;15;54.5;18;44.5;-1;0.25;8.5

22c;Durrer Pascal (2002);;;;;;;;;;52.75
o;;;Odermatt Fabian (2002);;;;;;;;8.5
+;6;8.5;von Matt Lars (2002);;31;34.0;6;8.5;0;0.0;10.0
-;7;18.5;Hess Severin (2001);;21;53.0;8;18.25;1;-0.25;8.75
o;10;27.25;Held Florian;;17;54.0;11;27.0;1;-0.25;8.5
o;15;35.75;Herger Simon;;15;54.5;14;36.0;-1;0.25;8.5
o;19;44.25;Wicki Patrick;;14;54.75;17;44.75;-2;0.5;8.5

23a;Stalder Tim;;;;;;;;;;52.5
+;;;Auf der Maur Michael (2002);;;;;;;;10.0
o;2;10.0;Scherrer Patrick;;18;53.75;5;8.75;3;-1.25;8.5
o;7;18.5;Wiget Ueli;;19;53.5;8;18.25;1;-0.25;8.5
o;11;27.0;Käslin Ruedi;*;16;54.25;11;27.0;0;0.0;8.5
o;16;35.5;Blumenthal Lino (2002);;16;54.25;15;35.75;-1;0.25;8.5
o;20;44.0;Bürgi Michael (2002);;17;54.0;20;44.0;0;0.0;8.5

23b;von Rickenbach Pirmin (2002);;;;;;;;;;52.5
o;;;Mehr Lars (2002);;;;;;;;8.5
o;6;8.5;Spichtig Clemens;;18;53.75;6;8.5;0;0.0;8.5
o;12;17.0;Christen Thomas;;16;54.25;12;17.0;0;0.0;8.5
+;17;25.5;Auf der Maur Michael (2002);;31;34.0;17;25.5;0;0.0;10.0
o;16;35.5;Ettlin Michael;;18;53.75;16;35.5;0;0.0;8.5
o;20;44.0;Odermatt Fabian (2002);;18;53.75;20;44.0;0;0.0;8.5

23c;Vogler Jakob (2000);;;;;;;;;;52.5
o;;;Waser Christoph (2002);;;;;;;;8.5
o;6;8.5;Zimmermann Raffael (2000);;16;54.25;6;8.5;0;0.0;8.5
+;12;17.0;Auf der Maur Michael (2002);;31;34.0;12;17.0;0;0.0;10.0
o;11;27.0;Vonlaufen Lukas;*;16;54.25;16;25.75;5;-1.25;8.5
o;16;35.5;Durrer Lukas;;15;54.5;13;36.25;-3;0.75;8.5
o;20;44.0;Zimmermann Reto;;18;53.75;20;44.0;0;0.0;8.5

23d;Strickler Fabio (2001);;;;;;;;;;52.5
+;;;Risi Janik (2000);;;;;;;;9.75
o;3;9.75;Kaufmann Jens;;15;54.5;5;8.75;2;-1.0;8.5
o;8;18.25;Durrer Nando;;8;56.25;6;18.75;-2;0.5;8.5
-;12;26.75;Hess Severin (2001);;21;53.0;11;27.0;-1;0.25;8.75
o;16;35.5;Albert Thomas;;17;54.0;16;35.5;0;0.0;8.5
o;20;44.0;Britschgi Markus;;17;54.0;20;44.0;0;0.0;8.5

24a;Schuler Christian;***;;;;;;;;;37.5
+;;;Mathis Marcel;***;;;;;;;9.75
+;3;9.75;Lussi Marco;*;12;55.25;3;9.75;0;0.0;10.0
o;3;19.75;Imhof Andi;***;2;58.75;4;19.5;1;-0.25;8.75
-;5;28.5;Scheuber Lutz;**;4;57.25;5;28.5;0;0.0;9.0

25a;von Wyl Simon;;;;;;;;;;36.0
-;;;Auf der Maur Michael (2000);;;;;;;;9.0
o;4;9.0;Vogel Marcel;;16;54.25;5;8.75;1;-0.25;8.5
+;10;17.5;Imholz Elias;;26;35.25;8;18.25;-2;0.75;10.0
o;9;27.5;Müller Michael;**;4;57.25;9;27.5;0;0.0;8.5

25b;Rohrer Henry;;;;;;;;;;36.0
o;;;Lemmenmeier Lukas;;;;;;;;8.5
o;6;8.5;Lang Julian;;16;54.25;6;8.5;0;0.0;8.75
-;11;17.25;Held Florian;;17;54.0;8;18.25;-3;1.0;8.75
+;15;26.0;Staub Ivan;;29;34.5;15;26.0;0;0.0;10.0

26a;Gabriel Christian (2000);;;;;;;;;;35.25
o;;;Ettlin Jan (2001);;;;;;;;8.5
o;6;8.5;Gander Martin;;17;54.0;5;8.75;-1;0.25;8.5
o;12;17.0;Würsch Tom (2000);;26;35.25;12;17.0;0;0.0;8.5
+;17;25.5;Risi Janik (2000);;31;34.0;17;25.5;0;0.0;9.75

26b;Bieri Elias;;;;;;;;;;35.25
o;;;Würsch Lars;;;;;;;;8.5
+;6;8.5;Christen Thomas;;16;54.25;6;8.5;0;0.0;9.75
o;8;18.25;Gut Koni;;13;55.0;7;18.5;-1;0.25;8.5
o;12;26.75;Gander Martin;;17;54.0;11;27.0;-1;0.25;8.5

26c;Albert Stefan (2002);;;;;;;;;;35.25
+;;;Bürgi Michael (2002);;;;;;;;9.75
o;3;9.75;Schuler Alex;;1;110.25;1;17.75;-2;8.0;8.5
o;8;18.25;Blumenthal Lino (2002);;16;54.25;11;17.25;3;-1.0;8.5
o;12;26.75;Ziegler Moritz;;17;54.0;11;27.0;-1;0.25;8.5

26d;Imholz Elias;;;;;;;;;;35.25
+;;;Eberli Santiago;;;;;;;;9.75
o;3;9.75;Della Torre Simon;;12;55.25;5;8.75;2;-1.0;8.5
o;8;18.25;von Wyl Simon;;25;36.0;10;17.5;2;-0.75;8.5
o;12;26.75;Vogler Daniel;*;11;55.5;16;25.75;4;-1.0;8.5

26e;Ulrich Marcel;;;;;;;;;;35.25
o;;;Röthlin Pascal;;;;;;;;8.5
+;6;8.5;Rohrer André;;21;53.0;5;8.75;-1;0.25;9.75
o;8;18.25;Odermatt Andreas;*;14;54.75;11;17.25;3;-1.0;8.5
o;12;26.75;Würsch Lars;;7;56.5;11;27.0;-1;0.25;8.5

26f;Eberli Santiago;;;;;;;;;;35.25
o;;;Imholz Elias;;;;;;;;8.5
o;6;8.5;Bissig Fabian;;16;54.25;6;8.5;0;0.0;8.5
o;12;17.0;Sprecher Martin (2000);;26;35.25;12;17.0;0;0.0;8.5
+;17;25.5;Kälin Markus (2001);;31;34.0;17;25.5;0;0.0;9.75

26g;Omlin Toni;*;;;;;;;;;35.25
-;;;Bernet Christoph;*;;;;;;;8.75
-;5;8.75;Muff André;*;10;55.75;5;8.75;0;0.0;8.75
-;10;17.5;Lang Julian;;16;54.25;7;18.5;-3;1.0;9.0
-;13;26.5;Schuler Daniel;*;16;54.25;11;27.0;-2;0.5;8.75

26h;Würsch Tom (2000);;;;;;;;;;35.25
o;;;Arnold Fabian;;;;;;;;8.5
o;6;8.5;Britschgi Markus;;17;54.0;6;8.5;0;0.0;8.5
+;12;17.0;Gabriel Christian (2000);;26;35.25;12;17.0;0;0.0;9.75
o;12;26.75;Gasser Dominik 1;;11;55.5;11;27.0;-1;0.25;8.5

26i;Kaiser Sandro;;;;;;;;;;35.25
o;;;Wicki Patrick;;;;;;;;8.5
o;6;8.5;Bienz Romeo;;15;54.5;5;8.75;-1;0.25;8.5
+;12;17.0;Risi Janik (2000);;31;34.0;12;17.0;0;0.0;9.75
o;12;26.75;Zimmermann Raffael (2000);;16;54.25;11;27.0;-1;0.25;8.5

26j;Sprecher Martin (2000);;;;;;;;;;35.25
o;;;Durrer Nando;;;;;;;;8.5
o;6;8.5;Gander Benjamin (2000);;17;54.0;6;8.5;0;0.0;8.5
+;12;17.0;Eberli Santiago;;26;35.25;12;17.0;0;0.0;9.75
o;12;26.75;Ming Hannes;;11;55.5;11;27.0;-1;0.25;8.5

26k;Briker Hannes;;;;;;;;;;35.25
+;;;Christen Thomas;;;;;;;;9.75
o;3;9.75;Vogel Manuel;;13;55.0;3;9.75;0;0.0;8.5
o;8;18.25;Röthlin Pascal;;13;55.0;8;18.25;0;0.0;8.5
o;12;26.75;Ming Christian;*;20;53.25;15;26.0;3;-0.75;8.5

26l;Rohrer Michael;;;;;;;;;;35.25
o;;;Wiget Ueli;;;;;;;;8.5
o;6;8.5;Betschart Daniel;;15;54.5;5;8.75;-1;0.25;8.5
o;12;17.0;Zgraggen Peter;;11;55.5;11;17.25;-1;0.25;8.5
+;17;25.5;Bürlimann Simo (2002);;30;34.25;16;25.75;-1;0.25;9.75

26m;Betschart Silvan;*;;;;;;;;;35.25
o;;;Odermatt Remo;*;;;;;;;8.5
o;6;8.5;Rohrer Ivan;**;6;56.75;5;8.75;-1;0.25;8.5
+;12;17.0;Ming Hannes;;11;55.5;7;18.5;-5;1.5;9.75
o;12;26.75;Ettlin Martin;;11;55.5;10;27.25;-2;0.5;8.5

27a;von Flüe Michael;;;;;;;;;;35.0
o;;;Kurmann Toni;;;;;;;;8.5
-;6;8.5;Gabriel Simon (2002);;21;53.0;6;8.5;0;0.0;9.0
-;10;17.5;Auf der Maur Michael (2000);;20;53.25;10;17.5;0;0.0;9.0
o;13;26.5;Wyss Christian;;11;55.5;11;27.0;-2;0.5;8.5

28a;Christen Silvan (2002);;;;;;;;;;34.75
-;;;Ettlin Kevin (2001);;;;;;;;9.0
o;4;9.0;Bühler Patrice;;12;55.25;5;8.75;1;-0.25;8.5
-;10;17.5;Zemp Simon (2001);;16;54.25;8;18.25;-2;0.75;8.75
o;14;26.25;Auf der Maur Michael (2000);;20;53.25;14;26.25;0;0.0;8.5

29a;Staub Ivan;;;;;;;;;;34.5
-;;;Ming Hannes;;;;;;;;8.75
o;5;8.75;Gander Michael;;13;55.0;3;9.75;-2;1.0;8.5
-;11;17.25;Fallegger Joel;;14;54.75;11;17.25;0;0.0;8.75
o;15;26.0;Rohrer Henry;;25;36.0;15;26.0;0;0.0;8.5

29b;Arnold Marcel;*;;;;;;;;;34.5
o;;;Rohrer Ueli;*;;;;;;;8.5
-;6;8.5;Gut Koni;;13;55.0;3;9.75;-3;1.25;8.75
o;11;17.25;Durrer Markus;;10;55.75;7;18.5;-4;1.25;8.75
o;15;26.0;Gander Adrian;*;15;54.5;15;26.0;0;0.0;8.5

30a;von Büren Thomas (2002);;;;;;;;;;34.25
-;;;Müller Ivo (2002);;;;;;;;8.75
o;5;8.75;Ettlin Kevin (2001);;21;53.0;4;9.0;-1;0.25;8.5
o;11;17.25;Ettlin Jan (2001);;18;53.75;8;18.25;-3;1.0;8.5
o;16;25.75;Gisler Silvan (2002);;21;53.0;16;25.75;0;0.0;8.5

30b;Müller Dominik;;;;;;;;;;34.25
-;;;Imfeld Beat;;;;;;;;8.75
o;5;8.75;Graber Sandro;;11;55.5;3;9.75;-2;1.0;8.5
o;11;17.25;Spichtig Clemens;;18;53.75;8;18.25;-3;1.0;8.5
o;16;25.75;Fallegger Joel;;14;54.75;15;26.0;-1;0.25;8.5

30c;Lagler Reto;;;;;;;;;;34.25
-;;;Blumenthal Lino (2002);;;;;;;;8.75
o;5;8.75;Imfeld Beat;;12;55.25;5;8.75;0;0.0;8.5
o;11;17.25;Risi Martin;;22;52.75;12;17.0;1;-0.25;8.5
o;16;25.75;Odermatt Lars (2002);;16;54.25;16;25.75;0;0.0;8.5

30d;Müller Patrick;;;;;;;;;;34.25
o;;;Widmer Dominik;;;;;;;;8.5
o;6;8.5;Hurschler Mauri;;18;53.75;6;8.5;0;0.0;8.5
o;12;17.0;Kälin Michael (2002);;22;52.75;11;17.25;-1;0.25;8.75
o;16;25.75;Gabriel Simon (2002);;21;53.0;15;26.0;-1;0.25;8.5

30e;Bürlimann Simo (2002);;;;;;;;;;34.25
o;;;Gisler Jonas (2001);;;;;;;;8.5
o;6;8.5;Käslin Valentin (2000);;18;53.75;6;8.5;0;0.0;8.5
-;12;17.0;Odermatt Lars (2002);;16;54.25;12;17.0;0;0.0;8.75
o;16;25.75;Rohrer Michael;;26;35.25;17;25.5;1;-0.25;8.5

31a;Auf der Maur Michael (2002);;;;;;;;;;34.0
o;;;Stalder Tim;;;;;;;;8.5
o;6;8.5;Müller Ivo (2002);;21;53.0;5;8.75;-1;0.25;8.5
o;12;17.0;Vogler Jakob (2000);;23;52.5;12;17.0;0;0.0;8.5
o;17;25.5;von Rickenbach Pirmin (2002);;23;52.5;17;25.5;0;0.0;8.5

31b;von Matt Lars (2002);;;;;;;;;;34.0
o;;;Kathriner Severin (2000);;;;;;;;8.5
o;6;8.5;Durrer Pascal (2002);;22;52.75;6;8.5;0;0.0;8.5
o;12;17.0;Bürgi Michael (2002);;17;54.0;12;17.0;0;0.0;8.5
o;17;25.5;Ritter Fabio (2001);;18;53.75;17;25.5;0;0.0;8.5

31c;Risi Janik (2000);;;;;;;;;;34.0
o;;;Strickler Fabio (2001);;;;;;;;8.5
o;6;8.5;Zemp Simon (2001);;16;54.25;6;8.5;0;0.0;8.5
o;12;17.0;Kaiser Sandro;;26;35.25;12;17.0;0;0.0;8.5
o;17;25.5;Gabriel Christian (2000);;26;35.25;17;25.5;0;0.0;8.5

31d;Kälin Markus (2001);;;;;;;;;;34.0
o;;;Ettlin Thomas (2000);;;;;;;;8.5
o;6;8.5;Küchler Severin;;21;53.0;6;8.5;0;0.0;8.5
o;12;17.0;Albert Thomas;;17;54.0;12;17.0;0;0.0;8.5
o;17;25.5;Eberli Santiago;;26;35.25;17;25.5;0;0.0;8.5

32a;Betschart Marcel;*;;;;;;;;;8.5
o;;;Käslin Benno;*;;;;;;;8.5

