3261-2016-05-08_93_Schwyzer_Kant_Schwing-_und_Aelplerfest-ST

1a;Heinzer Stefan;*;;;;;;;;;113.0
o;12;36.5;Gwerder Carlo;**;14;54.75;13;36.25;1;-0.25;8.5
o;17;45.0;Nauer Robin;;12;55.25;15;45.5;-2;0.5;8.5

19c;Zimmermann Armin;;;;;;;;;;53.5
-;;;Herger Andreas;;;;;;;;8.75
o;6;8.75;Nauer Fabian;;17;54.0;5;9.0;-1;0.25;8.75
+;12;17.5;Andermatt Erwin (1999);;27;35.25;9;18.25;-3;0.75;10.0
o;10;27.5;Murer Andy;*;10;55.75;11;27.25;1;-0.25;8.5
-;14;36.0;Hegner Ueli (1999);;11;55.5;12;36.5;-2;0.5;9.0
o;17;45.0;Betschart Marcel;;14;54.75;18;44.75;1;-0.25;8.5

19d;Ulrich Roman (2000);;;;;;;;;;53.5
o;;;Rogenmoser Ryan (1999);;;;;;;;8.5
o;7;8.5;Meier Andreas;;24;44.25;7;8.5;0;0.0;8.5
+;14;17.0;Schraven Michael;;31;34.0;14;17.0;0;0.0;9.75
+;13;26.75;Hässig Kevin (2000);;27;35.25;13;26.75;0;0.0;9.75
o;12;36.5;Bucher Roland;*;7;56.5;11;36.75;-1;0.25;8.5
o;17;45.0;Herger Peter;;16;54.25;20;44.25;3;-0.75;8.5

20a;Widmer Thomas;;;;;;;;;;53.25
-;;;Heinzer Ronny;;;;;;;;8.75
+;6;8.75;Knobel Guido;;27;35.25;7;8.5;1;-0.25;10.0
o;7;18.75;Gwerder Carlo;**;14;54.75;11;17.75;4;-1.0;8.5
-;11;27.25;Beffa Mario;;14;54.75;11;27.25;0;0.0;8.75
-;14;36.0;Nauer Fabian;;17;54.0;12;36.5;-2;0.5;8.75
o;18;44.75;Gwerder Dominik;;14;54.75;18;44.75;0;0.0;8.5

20b;Durrer Nando (1999);;;;;;;;;;53.25
-;;;Gwerder Dominik;;;;;;;;8.75
+;6;8.75;Kälin Dominik (1999);;30;34.25;6;8.75;0;0.0;10.0
o;7;18.75;Zimmermann Daniel;*;10;55.75;9;18.25;2;-0.5;8.5
-;11;27.25;Bürgi Tobias;;15;54.5;11;27.25;0;0.0;8.75
-;14;36.0;Suter Samuel (1999);;14;54.75;13;36.25;-1;0.25;8.75
o;18;44.75;Flück Bruno;;14;54.75;17;45.0;-1;0.25;8.5

21a;Baumann Marco;;;;;;;;;;53.0
-;;;Schuler Thomas;;;;;;;;8.75
o;6;8.75;Flück Bruno;;14;54.75;6;8.75;0;0.0;8.75
-;12;17.5;Suter Kari;;28;34.75;13;17.25;1;-0.25;8.75
+;15;26.25;Wattenhofer Charly (1998);;29;34.5;16;26.0;1;-0.25;9.75
o;14;36.0;Eﬃnger Markus;*;11;55.5;15;35.75;1;-0.25;8.5
o;19;44.5;Bürgi Tobias;;15;54.5;18;44.75;-1;0.25;8.5

22a;Zimmermann Reto (1998);;;;;;;;;;52.75
o;;;Suter Pirmin;;;;;;;;8.5
o;7;8.5;Gwerder Dominik;;14;54.75;6;8.75;-1;0.25;8.5
+;14;17.0;Kuriger Manuel (2004);;31;34.0;14;17.0;0;0.0;10.0
o;12;27.0;Gwerder Christian;**;13;55.0;14;26.5;2;-0.5;8.5
o;16;35.5;Reichmuth Lukas (2000);;11;55.5;15;35.75;-1;0.25;8.5
-;21;44.0;Brunner Timon (1998);;22;52.75;21;44.0;0;0.0;8.75

22b;Gabriel Christian (2000);;;;;;;;;;52.75
o;;;Hegner Ueli (1999);;;;;;;;8.5
o;7;8.5;Weber Manuel (1999);;27;35.25;7;8.5;0;0.0;8.75
o;13;17.25;Kennel Roger (1999);;22;52.75;13;17.25;0;0.0;8.5
+;17;25.75;Schraven Michael;;31;34.0;18;25.5;1;-0.25;10.0
o;15;35.75;Marty Lukas (1998);;18;53.75;16;35.5;1;-0.25;8.5
o;20;44.25;Suter Ruedi (1998);;16;54.25;20;44.25;0;0.0;8.5

22c;Greter Daniel;;;;;;;;;;52.75
+;;;Deuber Mathias (2000);;;;;;;;10.0
o;3;10.0;Hegner Ueli (1999);;11;55.5;4;9.75;1;-0.25;8.5
o;8;18.5;Durrer Fabian (1999);;17;54.0;9;18.25;1;-0.25;8.5
o;12;27.0;Gwerder Marco;;13;55.0;12;27.0;0;0.0;8.5
-;16;35.5;Herger Peter;;16;54.25;16;35.5;0;0.0;8.75
o;20;44.25;Staub Devin (1998);;14;54.75;18;44.75;-2;0.5;8.5

22d;Kennel Roger (1999);;;;;;;;;;52.75
o;;;Schilter Daniel;;;;;;;;8.5
-;7;8.5;Ulrich Damian (1999);;16;54.25;7;8.5;0;0.0;8.75
+;13;17.25;Gabriel Christian (2000);;22;52.75;13;17.25;0;0.0;9.75
o;12;27.0;Diener Pirmin;*;14;54.75;17;25.75;5;-1.25;8.5
o;16;35.5;Zimmermann Fabian;;18;53.75;16;35.5;0;0.0;8.75
o;20;44.25;Zemp Christian (2000);;14;54.75;18;44.75;-2;0.5;8.5

22e;Schönbächler Lukas;;;;;;;;;;52.75
o;;;Scheuber Stefan;;;;;;;;8.5
o;7;8.5;Suter Samuel (1999);;14;54.75;5;9.0;-2;0.5;8.5
-;14;17.0;Wattenhofer Charly (1998);;29;34.5;13;17.25;-1;0.25;8.75
+;17;25.75;Diethelm Andreas (2000);;30;34.25;17;25.75;0;0.0;10.0
o;15;35.75;Walker Roger;;16;54.25;14;36.0;-1;0.25;8.5
o;20;44.25;Herger Andreas;;16;54.25;20;44.25;0;0.0;8.5

22f;Brunner Timon (1998);;;;;;;;;;52.75
o;;;Hürlimann Mathias (2000);;;;;;;;8.5
o;7;8.5;Huber Alex;;16;54.25;7;8.5;0;0.0;8.5
+;14;17.0;Zimmermann Fabian;;18;53.75;14;17.0;0;0.0;10.0
o;12;27.0;Schindler Roland;;16;54.25;11;27.25;-1;0.25;8.5
o;16;35.5;Föhn Michael (1999);;18;53.75;16;35.5;0;0.0;8.5
-;21;44.0;Zimmermann Reto (1998);;22;52.75;21;44.0;0;0.0;8.75

23a;Egli Christian;;;;;;;;;;52.5
o;;;Betschart Daniel;;;;;;;;8.5
o;7;8.5;Gwerder Beni;;15;54.5;5;9.0;-2;0.5;8.5
+;14;17.0;Ritz Philipp;;32;25.5;14;17.0;0;0.0;10.0
o;12;27.0;Inderbitzin Daniel;*;14;54.75;15;26.25;3;-0.75;8.5
o;16;35.5;Bingisser Roman;;17;54.0;16;35.5;0;0.0;8.5
o;21;44.0;Stutzer Michael (1999);;17;54.0;20;44.25;-1;0.25;8.5

23b;Ehrler Reto (2000);;;;;;;;;;52.5
o;;;Suter Raphael (2000);;;;;;;;8.5
o;7;8.5;Keller Janik;;15;54.5;5;9.0;-2;0.5;8.5
+;14;17.0;Deuber Mathias (2000);;31;34.0;14;17.0;0;0.0;10.0
o;12;27.0;Lüönd Andreas;**;13;55.0;15;26.25;3;-0.75;8.5
o;16;35.5;Klauser Nico;;16;54.25;16;35.5;0;0.0;8.5
o;21;44.0;Ulrich Damian (1999);;16;54.25;20;44.25;-1;0.25;8.5

23c;Krieg Silvan (2000);;;;;;;;;;52.5
o;;;Andermatt Erwin (1999);;;;;;;;8.5
o;7;8.5;Deck Thomas (2000);;18;53.75;7;8.5;0;0.0;8.5
o;14;17.0;Hässig Kevin (2000);;27;35.25;14;17.0;0;0.0;8.5
+;18;25.5;Kuriger Manuel (2004);;31;34.0;18;25.5;0;0.0;10.0
o;16;35.5;Supper Frederik;;12;55.25;16;35.5;0;0.0;8.5
o;21;44.0;Forster Christian;;17;54.0;21;44.0;0;0.0;8.5

23d;Wiget Ueli (1999);;;;;;;;;;52.5
+;;;Kuriger Manuel (2004);;;;;;;;10.0
o;3;10.0;Grab Martin jun. (1999);;18;53.75;4;9.75;1;-0.25;8.5
o;8;18.5;Diethelm Albert;*;11;55.5;14;17.0;6;-1.5;8.5
o;12;27.0;Hurschler Adrian;;12;55.25;12;27.0;0;0.0;8.5
o;16;35.5;Meier Marcel;;11;55.5;16;35.5;0;0.0;8.5
o;21;44.0;Bamert Marco (1999);;17;54.0;21;44.0;0;0.0;8.5

24a;Meier Andreas;;;;;;;;;;44.25
o;;;Ulrich Marco;;;;;;;;8.5
+;7;8.5;Ulrich Roman (2000);;19;53.5;7;8.5;0;0.0;10.0
o;8;18.5;Grab Daniel;**;11;55.5;13;17.25;5;-1.25;8.5
-;12;27.0;Betschart Fabian (1999);;19;53.5;12;27.0;0;0.0;8.75
o;15;35.75;Gisler Mike;;17;54.0;16;35.5;1;-0.25;8.5

25a;Kennel Stefan;*;;;;;;;;;36.25
-;;;Elsener Adrian;**;;;;;;;8.75
o;6;8.75;Bieri Christian;*;11;55.5;7;8.5;1;-0.25;8.5
+;13;17.25;Gwerder Marco;;13;55.0;8;18.5;-5;1.25;10.0
-;11;27.25;Moos Christoph;;9;56.0;7;28.25;-4;1.0;9.0

26a;Küttel Pirmin;**;;;;;;;;;35.75
o;;;Murer Andy;*;;;;;;;8.5
-;7;8.5;Schürpf Guido;;9;56.0;3;10.0;-4;1.5;8.75
+;13;17.25;Supper Frederik;;12;55.25;8;18.5;-5;1.25;10.0
o;11;27.25;Scheuber Stefan;;13;55.0;8;28.0;-3;0.75;8.5

27a;Annen David (2000);;;;;;;;;;35.25
+;;;Diethelm Andreas (2000);;;;;;;;9.75
o;4;9.75;Huber Alex;;16;54.25;7;8.5;3;-1.25;8.5
o;9;18.25;Mächler Thomas;;17;54.0;9;18.25;0;0.0;8.5
o;13;26.75;Horner Sämi;;19;53.5;13;26.75;0;0.0;8.5

27b;Inderbitzin Karl;;;;;;;;;;35.25
+;;;Huwiler Roman (1998);;;;;;;;9.75
o;4;9.75;Herger Andreas;;16;54.25;6;8.75;2;-1.0;8.5
o;9;18.25;Scheuber Stefan;;13;55.0;9;18.25;0;0.0;8.5
o;13;26.75;Würsch Adrian;;18;53.75;13;26.75;0;0.0;8.5

27c;Schmid Pirmin (2000);;;;;;;;;;35.25
o;;;Beffa Mario;;;;;;;;8.5
o;7;8.5;Schindler Roland;;16;54.25;7;8.5;0;0.0;8.5
+;14;17.0;Fässler Adrian (2000);;27;35.25;14;17.0;0;0.0;9.75
o;13;26.75;Ulrich Pascal (1999);;12;55.25;12;27.0;-1;0.25;8.5

27d;Wild Kilian (1998);;;;;;;;;;35.25
+;;;Fässler Adrian (2000);;;;;;;;9.75
o;4;9.75;Herger Peter;;16;54.25;6;8.75;2;-1.0;8.5
o;9;18.25;Nietlispach Pascal;**;12;55.25;14;17.0;5;-1.25;8.5
o;13;26.75;Suter Beat;;16;54.25;12;27.0;-1;0.25;8.5

27e;Suter Raphael (2000);;;;;;;;;;35.25
+;;;Ehrler Reto (2000);;;;;;;;9.75
o;4;9.75;Bucher Christian (1998);;11;55.5;4;9.75;0;0.0;8.5
o;9;18.25;Bruhin Fredi;;10;55.75;10;18.0;1;-0.25;8.5
o;13;26.75;Baumann Lukas;;13;55.0;13;26.75;0;0.0;8.5

27f;Kälin Marco (2000);;;;;;;;;;35.25
o;;;Reichmuth Lukas (2000);;;;;;;;8.5
+;7;8.5;Diethelm Andreas (2000);;30;34.25;7;8.5;0;0.0;9.75
o;9;18.25;Deck Thomas (2000);;18;53.75;9;18.25;0;0.0;8.5
o;13;26.75;Schilliger Sven (2000);;18;53.75;7;28.25;-6;1.5;8.5

27g;Andermatt Erwin (1999);;;;;;;;;;35.25
+;;;Krieg Silvan (2000);;;;;;;;9.75
o;4;9.75;Käslin Ruedi;;15;54.5;6;8.75;2;-1.0;8.5
o;9;18.25;Zimmermann Armin;;19;53.5;12;17.5;3;-0.75;8.5
o;13;26.75;Birchler Fabian (2000);;18;53.75;13;26.75;0;0.0;8.5

27h;Fässler Adrian (2000);;;;;;;;;;35.25
o;;;Wild Kilian (1998);;;;;;;;8.5
o;7;8.5;Inderbitzin Urs;;18;53.75;7;8.5;0;0.0;8.5
o;14;17.0;Schmid Pirmin (2000);;27;35.25;14;17.0;0;0.0;8.5
+;18;25.5;Huwiler Roman (1998);;31;34.0;18;25.5;0;0.0;9.75

27i;Knobel Guido;;;;;;;;;;35.25
o;;;Elsener Marcel;;;;;;;;8.5
o;7;8.5;Widmer Thomas;;20;53.25;6;8.75;-1;0.25;8.5
+;14;17.0;Huwiler Roman (1998);;31;34.0;14;17.0;0;0.0;9.75
o;13;26.75;Schnyder Christian;;18;53.75;12;27.0;-1;0.25;8.5

27j;Weber Manuel (1999);;;;;;;;;;35.25
o;;;Betschart Michael;;;;;;;;8.5
+;7;8.5;Gabriel Christian (2000);;22;52.75;7;8.5;0;0.0;9.75
o;9;18.25;Bär Leo;;16;54.25;14;17.0;5;-1.25;8.5
o;13;26.75;Hurschler Michael;;18;53.75;12;27.0;-1;0.25;8.5

27k;Hässig Kevin (2000);;;;;;;;;;35.25
o;;;Bucher Christian (1998);;;;;;;;8.5
o;7;8.5;Ulrich Marcel;;12;55.25;7;8.5;0;0.0;8.5
+;14;17.0;Krieg Silvan (2000);;23;52.5;14;17.0;0;0.0;9.75
o;13;26.75;Ulrich Roman (2000);;19;53.5;13;26.75;0;0.0;8.5

28a;Schuler Koni;;;;;;;;;;34.75
o;;;Durrer Fabian (1999);;;;;;;;8.5
-;7;8.5;Wattenhofer Charly (1998);;29;34.5;7;8.5;0;0.0;9.0
-;12;17.5;Zemp Christian (2000);;14;54.75;12;17.5;0;0.0;8.75
o;15;26.25;Rogenmoser Ryan (1999);;12;55.25;13;26.75;-2;0.5;8.5

28b;Suter Kari;;;;;;;;;;34.75
o;;;Zgraggen Fabian;;;;;;;;8.5
-;7;8.5;Zemp Christian (2000);;14;54.75;6;8.75;-1;0.25;8.75
-;13;17.25;Baumann Marco;;21;53.0;12;17.5;-1;0.25;8.75
-;16;26.0;Diethelm Samuel;;29;34.5;17;25.75;1;-0.25;8.75

29a;Diethelm Samuel;;;;;;;;;;34.5
o;;;Hurschler Adrian;;;;;;;;8.5
o;7;8.5;Horner Sämi;;19;53.5;7;8.5;0;0.0;8.5
-;14;17.0;Hillebrandt Patrick;;30;34.25;14;17.0;0;0.0;8.75
-;17;25.75;Suter Kari;;28;34.75;16;26.0;-1;0.25;8.75

29b;Schuler Thomas;;;;;;;;;;34.5
-;;;Baumann Marco;;;;;;;;8.75
-;6;8.75;Hurschler Michael;;18;53.75;7;8.5;1;-0.25;8.75
o;12;17.5;Klauser Nico;;16;54.25;13;17.25;1;-0.25;8.5
o;16;26.0;Zemp Christian (2000);;14;54.75;15;26.25;-1;0.25;8.5

29c;Wattenhofer Charly (1998);;;;;;;;;;34.5
o;;;Schindler Thomas;;;;;;;;8.5
-;7;8.5;Schuler Koni;;28;34.75;7;8.5;0;0.0;8.75
-;13;17.25;Schönbächler Lukas;;22;52.75;14;17.0;1;-0.25;8.75
o;16;26.0;Baumann Marco;;21;53.0;15;26.25;-1;0.25;8.5

30a;Kälin Dominik (1999);;;;;;;;;;34.25
-;;;Stalder Florian (1999);;;;;;;;8.75
o;6;8.75;Durrer Nando (1999);;20;53.25;6;8.75;0;0.0;8.5
o;13;17.25;Von Euw Adi;;17;54.0;14;17.0;1;-0.25;8.5
o;17;25.75;Stutzer Michael (1999);;17;54.0;17;25.75;0;0.0;8.5

30b;Stalder Florian (1999);;;;;;;;;;34.25
-;;;Kälin Dominik (1999);;;;;;;;8.75
o;6;8.75;Schnyder Christian;;18;53.75;7;8.5;1;-0.25;8.5
o;13;17.25;Ulrich Damian (1999);;16;54.25;13;17.25;0;0.0;8.5
o;17;25.75;Bamert Marco (1999);;17;54.0;18;25.5;1;-0.25;8.5

30c;Diethelm Andreas (2000);;;;;;;;;;34.25
o;;;Annen David (2000);;;;;;;;8.5
o;7;8.5;Kälin Marco (2000);;27;35.25;7;8.5;0;0.0;8.75
o;13;17.25;Bär Leo;;16;54.25;14;17.0;1;-0.25;8.5
o;17;25.75;Schönbächler Lukas;;22;52.75;17;25.75;0;0.0;8.5

30d;Hillebrandt Patrick;;;;;;;;;;34.25
o;;;Schmid Köbi;;;;;;;;8.5
o;7;8.5;Mächler Thomas;;17;54.0;7;8.5;0;0.0;8.5
-;14;17.0;Diethelm Samuel;;29;34.5;14;17.0;0;0.0;8.75
o;17;25.75;Bingisser Roman;;17;54.0;18;25.5;1;-0.25;8.5

31a;Kuriger Manuel (2004);;;;;;;;;;34.0
o;;;Wiget Ueli (1999);;;;;;;;8.5
o;7;8.5;Betschart Marcel;;14;54.75;5;9.0;-2;0.5;8.5
o;14;17.0;Zimmermann Reto (1998);;22;52.75;14;17.0;0;0.0;8.5
o;18;25.5;Krieg Silvan (2000);;23;52.5;18;25.5;0;0.0;8.5

31b;Huwiler Roman (1998);;;;;;;;;;34.0
o;;;Inderbitzin Karl;;;;;;;;8.5
o;7;8.5;Föhn Michael (1999);;18;53.75;7;8.5;0;0.0;8.5
o;14;17.0;Knobel Guido;;27;35.25;14;17.0;0;0.0;8.5
o;18;25.5;Fässler Adrian (2000);;27;35.25;18;25.5;0;0.0;8.5

31c;Schraven Michael;;;;;;;;;;34.0
o;;;Suter Paul;;;;;;;;8.5
o;7;8.5;Schilliger Sven (2000);;18;53.75;7;8.5;0;0.0;8.5
o;14;17.0;Ulrich Roman (2000);;19;53.5;14;17.0;0;0.0;8.5
o;18;25.5;Gabriel Christian (2000);;22;52.75;17;25.75;-1;0.25;8.5

31d;Deuber Mathias (2000);;;;;;;;;;34.0
o;;;Greter Daniel;;;;;;;;8.5
o;7;8.5;Baur Martin;;13;55.0;7;8.5;0;0.0;8.5
o;14;17.0;Ehrler Reto (2000);;23;52.5;14;17.0;0;0.0;8.5
o;18;25.5;Zimmermann Fabian;;18;53.75;18;25.5;0;0.0;8.5

32a;Ritz Philipp;;;;;;;;;;25.5
o;;;Bucher Thomas;;;;;;;;8.5
o;7;8.5;Andermatt Adrian;;16;54.25;7;8.5;0;0.0;8.5
o;14;17.0;Egli Christian;;23;52.5;14;17.0;0;0.0;8.5

33a;Jöhl Christian;*;;;;;;;;;17.0
o;;;Fässler Cornel;*;;;;;;;8.5
o;7;8.5;Gwerder Dario;;6;56.75;7;8.5;0;0.0;8.5

34a;Suter Stefan (2000);;;;;;;;;;8.5
o;;;Betschart Fabian (1999);;;;;;;;8.5

34b;Strebel Sandro;**;;;;;;;;;8.5
o;;;Hasler Florian;**;;;;;;;8.5

